FECHA_VENTA,DIA_COMERCIAL,CIUDAD,DEPARTAMENTO,TIPO,MARCA,VALOR_TOTAL
2021-08-19,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-19,0,PORE,CASANARE,TELEFONO,SAMSUNG,765520.0
2021-08-19,0,MANIZALES,CALDAS,TELEFONO,SAMSUNG,597520.0
2021-08-20,0,SAN VICENTE DEL CAGUAN,CAQUETA,TELEFONO,SAMSUNG,392520.0
2021-08-19,0,MANZANARES,CALDAS,TELEFONO,XIAOMI,454520.0
2021-08-19,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,718520.0
2021-08-19,0,PUERTO LIBERTADOR,CORDOBA,TELEFONO,NOKIA,568520.0
2021-08-19,0,DOSQUEBRADAS,RISARALDA,TELEVISOR,KALLEY,2416900.0
2021-08-19,0,SINCELEJO,SUCRE,TELEFONO,SAMSUNG,765520.0
2021-08-19,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,765520.0
2021-08-19,0,PUERTO GAITAN,META,TELEFONO,SAMSUNG,1542570.0
2021-08-19,0,ANAPOIMA,CUNDINAMARCA,TELEFONO,SAMSUNG,1542570.0
2021-08-20,0,BARBOSA,ANTIOQUIA,TELEFONO,SAMSUNG,392520.0
2021-08-19,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-19,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,326520.0
2021-08-19,0,COPACABANA,ANTIOQUIA,TELEFONO,MOTOROLA,640520.0
2021-08-19,0,RIOHACHA,LA GUAJIRA,TELEFONO,SAMSUNG,402520.0
2021-08-19,0,BOGOTA D.C.,BOGOTA D.C.,TELEVISOR,KALLEY,1551900.0
2021-08-19,0,SAN VICENTE DE CHUCURI,SANTANDER,TELEFONO,SAMSUNG,765520.0
2021-08-20,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,392520.0
2021-08-19,0,BOCHALEMA,NORTE DE SANTANDER,TELEFONO,SAMSUNG,392520.0
2021-08-19,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,765520.0
2021-08-19,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,XIAOMI,1284521.0
2021-08-19,0,YOPAL,CASANARE,TELEFONO,SAMSUNG,765520.0
2021-08-19,0,VILLAVICENCIO,META,TELEFONO,MOTOROLA,997520.0
2021-08-19,0,CHOACHI,CUNDINAMARCA,TELEFONO,XIAOMI,793520.0
2021-08-19,0,SEGOVIA,ANTIOQUIA,TELEFONO,XIAOMI,2008520.0
2021-08-19,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,LG,602520.0
2021-08-20,0,SUBACHOQUE,CUNDINAMARCA,TELEFONO,SAMSUNG,597520.0
2021-08-19,0,PASTO,NARIÃO,TELEFONO,SAMSUNG,765520.0
2021-08-19,0,VILLAVICENCIO,META,TELEFONO,APPLE,3728581.0
2021-08-19,0,ACACIAS,META,TELEFONO,SAMSUNG,1542570.0
2021-08-20,0,BUENAVENTURA,VALLE DEL CAUCA,TELEFONO,SAMSUNG,597520.0
2021-08-19,0,BUCARAMANGA,SANTANDER,TELEFONO,SAMSUNG,1150571.0
2021-08-19,0,VILLAVICENCIO,META,TELEFONO,SAMSUNG,1150571.0
2021-08-19,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,765520.0
2021-08-20,0,MUZO,BOYACA,TELEFONO,SAMSUNG,597520.0
2021-08-19,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-19,0,BOGOTA D.C.,BOGOTA D.C.,TELEVISOR,KALLEY,1551900.0
2021-08-19,0,SOACHA,CUNDINAMARCA,TELEFONO,XIAOMI,536520.0
2021-08-20,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,597520.0
2021-08-20,0,SOACHA,CUNDINAMARCA,TELEFONO,XIAOMI,1436520.0
2021-08-20,0,VILLANUEVA,CASANARE,TELEFONO,SAMSUNG,597520.0
2021-08-20,0,CERRITO,SANTANDER,TELEFONO,XIAOMI,794520.0
2021-08-20,0,MADRID,CUNDINAMARCA,TELEFONO,XIAOMI,793520.0
2021-08-20,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,620520.0
2021-08-20,0,MAJAGUAL,SUCRE,TELEFONO,SAMSUNG,392520.0
2021-08-20,0,CAUCASIA,ANTIOQUIA,TELEFONO,SAMSUNG,695520.0
2021-08-20,0,GUATEQUE,BOYACA,TELEFONO,XIAOMI,1436520.0
2021-08-20,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,APPLE,2811580.0
2021-08-20,0,BUCARAMANGA,SANTANDER,TELEFONO,XIAOMI,1284521.0
2021-08-20,0,PAUNA,BOYACA,TELEFONO,LG,602520.0
2021-08-20,0,SANTA ISABEL,TOLIMA,TELEFONO,MOTOROLA,640520.0
2021-08-20,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,VIVO,612520.0
2021-08-20,0,TAME,ARAUCA,TELEFONO,APPLE,3728581.0
2021-08-20,0,CALI,VALLE DEL CAUCA,TELEFONO,APPLE,4918581.0
2021-08-20,0,DOSQUEBRADAS,RISARALDA,TELEFONO,XIAOMI,309520.0
2021-08-20,0,PASTO,NARIÃO,TELEFONO,XIAOMI,1284521.0
2021-08-20,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,794520.0
2021-08-21,0,ARBOLETES,ANTIOQUIA,TELEFONO,SAMSUNG,597520.0
2021-08-20,0,QUIBDO,CHOCO,TELEFONO,MOTOROLA,640520.0
2021-08-21,0,EBEJICO,ANTIOQUIA,TELEFONO,SAMSUNG,1542570.0
2021-08-20,0,CALI,VALLE DEL CAUCA,TELEFONO,XIAOMI,1284521.0
2021-08-20,0,VILLAPINZON,CUNDINAMARCA,TELEFONO,SAMSUNG,765520.0
2021-08-20,0,RONCESVALLES,TOLIMA,TELEFONO,XIAOMI,794520.0
2021-08-20,0,UBATE,CUNDINAMARCA,TELEFONO,SAMSUNG,1150571.0
2021-08-23,0,POPAYAN,CAUCA,TELEFONO,XIAOMI,1555520.0
2021-08-20,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,765520.0
2021-08-20,0,CALI,VALLE DEL CAUCA,TELEFONO,APPLE,5037581.0
2021-08-20,0,POPAYAN,CAUCA,TELEFONO,XIAOMI,794520.0
2021-08-20,0,CALI,VALLE DEL CAUCA,TELEFONO,MOTOROLA,640520.0
2021-08-21,0,SANTA ROSA DE CABAL,RISARALDA,TELEFONO,XIAOMI,414520.0
2021-08-21,0,VILLANUEVA,CASANARE,TELEFONO,XIAOMI,1284521.0
2021-08-21,0,VILLANUEVA,CASANARE,TELEFONO,XIAOMI,793520.0
2021-08-20,0,UNION PANAMERICANA,CHOCO,TELEFONO,XIAOMI,794520.0
2021-08-20,0,ENVIGADO,ANTIOQUIA,TELEFONO,XIAOMI,454520.0
2021-08-20,0,SABANALARGA,ATLANTICO,TELEFONO,XIAOMI,1284521.0
2021-08-20,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,663520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,521520.0
2021-08-20,0,SAN VICENTE DE CHUCURI,SANTANDER,TELEFONO,MOTOROLA,640520.0
2021-08-20,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,1359570.0
2021-08-21,0,IBAGUE,TOLIMA,TELEFONO,SAMSUNG,1150571.0
2021-08-21,0,EL DONCELLO,CAQUETA,TELEFONO,MOTOROLA,640520.0
2021-08-21,0,CALI,VALLE DEL CAUCA,TELEFONO,MOTOROLA,640520.0
2021-08-21,0,GAMBITA,SANTANDER,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,XIAOMI,793520.0
2021-08-21,0,SAMANIEGO,NARIÃO,TELEFONO,OPPO,1262520.0
2021-08-21,0,PUERTO LOPEZ,META,TELEFONO,SAMSUNG,1097520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,793520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,794520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,VALLEDUPAR,CESAR,TELEFONO,SAMSUNG,1150571.0
2021-08-21,0,CURILLO,CAQUETA,TELEFONO,SAMSUNG,695520.0
2021-08-21,0,GAMARRA,CESAR,TELEFONO,XIAOMI,794520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,PORTATIL,HP,2851900.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,1284521.0
2021-08-21,0,TULUA,VALLE DEL CAUCA,TELEFONO,MOTOROLA,663520.0
2021-08-21,0,MEDELLIN,ANTIOQUIA,TELEFONO,APPLE,2811580.0
2021-08-21,0,PURIFICACION,TOLIMA,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,VILLAVICENCIO,META,TELEFONO,MOTOROLA,640520.0
2021-08-21,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,SAMSUNG,402520.0
2021-08-21,0,GIRON,SANTANDER,TELEFONO,XIAOMI,794520.0
2021-08-21,0,MANATI,ATLANTICO,TELEFONO,SAMSUNG,597520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,1284521.0
2021-08-21,0,ACACIAS,META,TELEFONO,SAMSUNG,1150571.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,APPLE,4011580.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,640520.0
2021-08-21,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,1150571.0
2021-08-21,0,LA APARTADA,CORDOBA,TELEFONO,SAMSUNG,1150571.0
2021-08-21,0,BUENAVENTURA,VALLE DEL CAUCA,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,LA PLATA,HUILA,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,794520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,ALCATEL,609520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,521520.0
2021-08-21,0,MANIZALES,CALDAS,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,EL BAGRE,ANTIOQUIA,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,FLORIDA,VALLE DEL CAUCA,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,1284521.0
2021-08-23,0,ZIPAQUIRA,CUNDINAMARCA,TELEFONO,XIAOMI,414520.0
2021-08-21,0,GRANADA,META,TELEFONO,SAMSUNG,2466570.0
2021-08-21,0,SOLEDAD,ATLANTICO,TELEFONO,XIAOMI,454520.0
2021-08-21,0,SAN PABLO,BOLIVAR,TELEFONO,SAMSUNG,392520.0
2021-08-23,0,TOCAIMA,CUNDINAMARCA,TELEFONO,XIAOMI,2008520.0
2021-08-24,0,GAMBITA,SANTANDER,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,GIRON,SANTANDER,TELEFONO,MOTOROLA,690520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,NOKIA,714520.0
2021-08-21,0,OVEJAS,SUCRE,TELEFONO,SAMSUNG,765520.0
2021-08-21,0,PITALITO,HUILA,TELEFONO,SAMSUNG,2175570.0
2021-08-21,0,ARAUCA,ARAUCA,TELEFONO,SAMSUNG,392520.0
2021-08-21,0,EL CERRITO,VALLE DEL CAUCA,TELEFONO,MOTOROLA,640520.0
2021-08-21,0,CALI,VALLE DEL CAUCA,TELEFONO,MOTOROLA,640520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,793520.0
2021-08-21,0,GUEPSA,SANTANDER,TELEFONO,NOKIA,777520.0
2021-08-21,0,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,640520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-21,0,MOSQUERA,CUNDINAMARCA,TELEFONO,SAMSUNG,765520.0
2021-08-23,0,QUIBDO,CHOCO,TELEFONO,XIAOMI,793520.0
2021-08-21,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,1251519.0
2021-08-23,0,CERTEGUI,CHOCO,TELEFONO,SAMSUNG,392520.0
2021-08-21,0,LOS PALMITOS,SUCRE,TELEFONO,XIAOMI,793520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,663520.0
2021-08-21,0,CALI,VALLE DEL CAUCA,TELEFONO,MOTOROLA,793520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,718520.0
2021-08-23,0,MOSQUERA,CUNDINAMARCA,TELEFONO,SAMSUNG,765520.0
2021-08-23,0,SAMACA,BOYACA,TELEFONO,SAMSUNG,765520.0
2021-08-23,0,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,640520.0
2021-08-23,0,HATONUEVO,LA GUAJIRA,TELEFONO,SAMSUNG,597520.0
2021-08-23,0,CALI,VALLE DEL CAUCA,TELEFONO,XIAOMI,521520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,793520.0
2021-08-23,0,IBAGUE,TOLIMA,TELEFONO,XIAOMI,1284521.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,695520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,765520.0
2021-08-23,0,EL CARMEN DE CHUCURI,SANTANDER,TELEFONO,SAMSUNG,1150571.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,1284521.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-23,0,VILLAMARIA,CALDAS,TELEFONO,MOTOROLA,793520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-23,0,PITALITO,HUILA,TELEFONO,XIAOMI,566520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,765520.0
2021-08-23,0,HONDA,TOLIMA,TELEFONO,APPLE,5156581.0
2021-08-23,0,ACHI,BOLIVAR,TELEFONO,SAMSUNG,597520.0
2021-08-23,0,MAJAGUAL,SUCRE,TELEVISOR,KALLEY,1119899.0
2021-08-23,0,PALMIRA,VALLE DEL CAUCA,TELEFONO,SAMSUNG,1150571.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,765520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,1284521.0
2021-08-23,0,SINCELEJO,SUCRE,TELEFONO,SAMSUNG,1150571.0
2021-08-23,0,APARTADO,ANTIOQUIA,TELEFONO,XIAOMI,793520.0
2021-08-23,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,765520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,597520.0
2021-08-23,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,640520.0
2021-08-23,0,MERCADERES,CAUCA,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,BELLO,ANTIOQUIA,TELEFONO,XIAOMI,793520.0
2021-08-24,0,ENVIGADO,ANTIOQUIA,TELEFONO,SAMSUNG,392520.0
2021-08-23,0,TUNJA,BOYACA,TELEFONO,XIAOMI,793520.0
2021-08-24,0,MARIA LA BAJA,BOLIVAR,TELEFONO,XIAOMI,793520.0
2021-08-24,0,PASTO,NARIÃO,TELEFONO,XIAOMI,793520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,695520.0
2021-08-23,0,POPAYAN,CAUCA,TELEVISOR,Otra,2415900.0
2021-08-23,0,CALI,VALLE DEL CAUCA,TELEFONO,XIAOMI,793520.0
2021-08-27,0,CALI,VALLE DEL CAUCA,TELEFONO,MOTOROLA,793520.0
2021-08-24,0,CARTAGENA,BOLIVAR,TELEFONO,SAMSUNG,765520.0
2021-08-23,0,SOGAMOSO,BOYACA,TELEFONO,NOKIA,699520.0
2021-08-23,0,OCANA,NORTE DE SANTANDER,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,BOCHALEMA,NORTE DE SANTANDER,TELEFONO,SAMSUNG,392520.0
2021-08-24,0,MOCOA,PUTUMAYO,TELEFONO,SAMSUNG,392520.0
2021-08-24,0,PASTO,NARIÃO,TELEFONO,SAMSUNG,695520.0
2021-08-24,0,MEDELLIN,ANTIOQUIA,TELEFONO,XIAOMI,793520.0
2021-08-24,0,ESPINAL,TOLIMA,TELEFONO,SAMSUNG,597520.0
2021-08-24,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,MOTOROLA,609520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,793520.0
2021-08-23,0,LA ESTRELLA,ANTIOQUIA,TELEVISOR,SAMSUNG,4034900.0
2021-08-24,0,GUTIERREZ,CUNDINAMARCA,PORTATIL,HP,2608900.0
2021-08-23,0,FUSAGASUGA,CUNDINAMARCA,TELEFONO,XIAOMI,1460520.0
2021-08-24,0,SOLEDAD,ATLANTICO,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,PAIPA,BOYACA,TELEFONO,SAMSUNG,597520.0
2021-08-24,0,MEDELLIN,ANTIOQUIA,TELEFONO,XIAOMI,1284521.0
2021-08-24,0,SINCELEJO,SUCRE,TELEFONO,MOTOROLA,793520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,392520.0
2021-08-24,0,LA CALERA,CUNDINAMARCA,TELEFONO,SAMSUNG,1097520.0
2021-08-24,0,ARMENIA,QUINDIO,TELEFONO,XIAOMI,793520.0
2021-08-24,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,PENSILVANIA,CALDAS,TELEVISOR,KALLEY,1208900.0
2021-08-24,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,597520.0
2021-08-24,0,SAN MARCOS,SUCRE,TELEFONO,SAMSUNG,597520.0
2021-08-24,0,SANTA SOFIA,BOYACA,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,PASTO,NARIÃO,TELEFONO,XIAOMI,793520.0
2021-08-24,0,ALVARADO,TOLIMA,TELEFONO,XIAOMI,454520.0
2021-08-24,0,SOACHA,CUNDINAMARCA,TELEFONO,XIAOMI,793520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,1150571.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,424520.0
2021-08-24,0,MALAMBO,ATLANTICO,TELEFONO,MOTOROLA,793520.0
2021-08-24,0,CARTAGENA,BOLIVAR,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,FLANDES,TOLIMA,TELEFONO,MOTOROLA,793520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,392520.0
2021-08-24,0,SANTA ROSA DE VITERBO,BOYACA,TELEFONO,XIAOMI,607520.0
2021-08-24,0,EL TARRA,NORTE DE SANTANDER,TELEFONO,XIAOMI,793520.0
2021-08-24,0,DOSQUEBRADAS,RISARALDA,TELEFONO,MOTOROLA,793520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,EL CARMEN DE BOLIVAR,BOLIVAR,TELEFONO,XIAOMI,793520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-24,0,SOLEDAD,ATLANTICO,TELEFONO,XIAOMI,793520.0
2021-08-24,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,1150571.0
2021-08-24,0,PONEDERA,ATLANTICO,TELEFONO,MOTOROLA,640520.0
2021-08-24,0,PEREIRA,RISARALDA,TELEFONO,SAMSUNG,2466570.0
2021-08-24,0,FLORIDABLANCA,SANTANDER,TELEFONO,XIAOMI,1284521.0
2021-08-24,0,PEREIRA,RISARALDA,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,EL CERRITO,VALLE DEL CAUCA,TELEFONO,SAMSUNG,654520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,640520.0
2021-08-24,0,VALLEDUPAR,CESAR,TELEFONO,SAMSUNG,597520.0
2021-08-24,0,PALMIRA,VALLE DEL CAUCA,TELEFONO,SAMSUNG,647520.0
2021-08-24,0,MIRAFLORES,BOYACA,TELEFONO,SAMSUNG,432520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,793520.0
2021-08-24,0,POPAYAN,CAUCA,TELEVISOR,KALLEY,1551900.0
2021-08-24,0,ORITO,PUTUMAYO,TELEFONO,XIAOMI,793520.0
2021-08-24,0,MONTERIA,CORDOBA,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,PUERTO LIBERTADOR,CORDOBA,TELEFONO,XIAOMI,1284521.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,1284521.0
2021-08-26,1,PUERTO CONCORDIA,META,TELEFONO,SAMSUNG,765520.0
2021-08-24,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,1150571.0
2021-08-24,0,PITALITO,HUILA,TELEFONO,XIAOMI,793520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,640520.0
2021-08-24,0,SINCELEJO,SUCRE,TELEFONO,XIAOMI,793520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,793520.0
2021-08-24,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-24,0,CHARALA,SANTANDER,TELEFONO,SAMSUNG,765520.0
2021-08-25,1,RIVERA,HUILA,TELEFONO,MOTOROLA,793520.0
2021-08-25,1,CHIA,CUNDINAMARCA,TELEFONO,NOKIA,726520.0
2021-08-25,1,IBAGUE,TOLIMA,TELEFONO,SAMSUNG,765520.0
2021-08-25,1,POPAYAN,CAUCA,TELEFONO,XIAOMI,793520.0
2021-08-25,1,SANTAFE DE ANTIOQUIA,ANTIOQUIA,TELEFONO,SAMSUNG,757520.0
2021-08-25,1,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,793520.0
2021-08-25,1,POPAYAN,CAUCA,TELEFONO,NOKIA,568520.0
2021-08-26,1,ARMENIA,QUINDIO,TELEFONO,SAMSUNG,392520.0
2021-08-25,1,ZARAGOZA,ANTIOQUIA,TELEFONO,SAMSUNG,765520.0
2021-08-25,1,BARANOA,ATLANTICO,TELEFONO,SAMSUNG,765520.0
2021-08-25,1,VALLEDUPAR,CESAR,TELEFONO,SAMSUNG,765520.0
2021-08-25,1,ITAGUI,ANTIOQUIA,TELEFONO,MOTOROLA,793520.0
2021-08-25,1,FLORENCIA,CAQUETA,TELEFONO,SAMSUNG,597520.0
2021-08-25,1,MONTERIA,CORDOBA,TELEFONO,XIAOMI,793520.0
2021-08-25,1,MONTERIA,CORDOBA,TELEFONO,SAMSUNG,597520.0
2021-08-25,1,SOACHA,CUNDINAMARCA,TELEVISOR,Otra,2972900.0
2021-08-25,1,BARRANQUILLA,ATLANTICO,TELEFONO,XIAOMI,521520.0
2021-08-25,1,MEDELLIN,ANTIOQUIA,TELEFONO,XIAOMI,793520.0
2021-08-25,1,MEDELLIN,ANTIOQUIA,PORTATIL,HP,2608900.0
2021-08-25,1,POPAYAN,CAUCA,TELEFONO,SAMSUNG,1150571.0
2021-08-25,1,FLORENCIA,CAQUETA,TELEFONO,SAMSUNG,597520.0
2021-08-25,1,SUESCA,CUNDINAMARCA,TELEFONO,MOTOROLA,663520.0
2021-08-25,1,FUSAGASUGA,CUNDINAMARCA,TELEFONO,Otra,521520.0
2021-08-25,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-25,1,CAREPA,ANTIOQUIA,TELEFONO,XIAOMI,794520.0
2021-08-25,1,PASTO,NARIÃO,TELEFONO,MOTOROLA,640520.0
2021-08-25,1,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,392520.0
2021-08-25,1,PITALITO,HUILA,TELEFONO,XIAOMI,793520.0
2021-08-25,1,DOSQUEBRADAS,RISARALDA,TELEFONO,SAMSUNG,597520.0
2021-08-25,1,ARMENIA,QUINDIO,TELEFONO,HUAWEI,1212520.0
2021-08-26,1,IBAGUE,TOLIMA,TELEFONO,SAMSUNG,597520.0
2021-08-25,1,UNE,CUNDINAMARCA,TELEFONO,XIAOMI,793520.0
2021-08-25,1,POPAYAN,CAUCA,TELEFONO,HUAWEI,1212520.0
2021-08-25,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,APPLE,3847581.0
2021-08-26,1,PITAL,HUILA,TELEFONO,SAMSUNG,1150571.0
2021-08-25,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,794520.0
2021-08-25,1,NEIVA,HUILA,TELEFONO,XIAOMI,793520.0
2021-08-25,1,VIANI,CUNDINAMARCA,TELEFONO,XIAOMI,793520.0
2021-08-26,1,ARAUCA,ARAUCA,TELEFONO,APPLE,4918581.0
2021-08-25,1,PALMAR DE VARELA,ATLANTICO,TELEFONO,NOKIA,714520.0
2021-08-25,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,640520.0
2021-08-25,1,PEREIRA,RISARALDA,TELEFONO,SAMSUNG,1150571.0
2021-08-25,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-26,1,MEDELLIN,ANTIOQUIA,TELEFONO,HUAWEI,780520.0
2021-08-26,1,QUIBDO,CHOCO,TELEFONO,REALME,651520.0
2021-08-26,1,CUMARAL,META,TELEFONO,MOTOROLA,585520.0
2021-08-26,1,CUCUTA,NORTE DE SANTANDER,TELEFONO,XIAOMI,1284521.0
2021-08-26,1,PALMIRA,VALLE DEL CAUCA,TELEFONO,MOTOROLA,793520.0
2021-08-26,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,793520.0
2021-08-26,1,LA CEJA,ANTIOQUIA,TELEFONO,XIAOMI,793520.0
2021-08-26,1,YOPAL,CASANARE,TELEFONO,SAMSUNG,1359570.0
2021-08-27,0,CARTAGENA,BOLIVAR,TELEFONO,SAMSUNG,597520.0
2021-08-26,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,794520.0
