FECHA_VENTA,DIA_COMERCIAL,CIUDAD,DEPARTAMENTO,TIPO,MARCA,VALOR_TOTAL
2022-07-01,0,BOAVITA,BOYACA,TELEFONO,SAMSUNG,467520.0
2022-07-01,0,VILLAGARZON,PUTUMAYO,TELEFONO,SAMSUNG,679520.0
2022-07-01,0,MANIZALES,CALDAS,TELEFONO,HUAWEI,1397521.0
2022-07-01,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,1256570.0
2022-07-01,0,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,833520.0
2022-07-01,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,MOTOROLA,777520.0
2022-07-01,0,APARTADO,ANTIOQUIA,TELEFONO,MOTOROLA,767520.0
2022-07-01,0,PITALITO,HUILA,TELEFONO,XIAOMI,1087520.0
2022-07-01,0,BARRANQUILLA,ATLANTICO,TELEFONO,SAMSUNG,797570.0
2022-07-01,0,BARRANQUILLA,ATLANTICO,TELEFONO,MOTOROLA,833520.0
2022-07-01,0,FACATATIVA,CUNDINAMARCA,TELEFONO,XIAOMI,2197519.0
2022-07-01,0,CASTILLA LA NUEVA,META,TELEVISOR,HISENSE,2495900.0
2022-07-01,0,IBAGUE,TOLIMA,TELEFONO,XIAOMI,437520.0
2022-07-01,0,ZAMBRANO,BOLIVAR,TELEFONO,SAMSUNG,788570.0
2022-07-01,0,SUPIA,CALDAS,TELEFONO,XIAOMI,787520.0
2022-07-01,0,QUIBDO,CHOCO,TELEFONO,XIAOMI,835520.0
2022-07-01,0,CALI,VALLE DEL CAUCA,TELEFONO,XIAOMI,747520.0
2022-07-01,0,DOSQUEBRADAS,RISARALDA,TELEFONO,MOTOROLA,767520.0
2022-07-01,0,SAN PABLO DE BORBUR,BOLIVAR,TELEFONO,XIAOMI,1092520.0
2022-07-01,0,YOPAL,CASANARE,TELEFONO,SAMSUNG,467520.0
2022-07-01,0,ARMENIA,QUINDIO,TELEFONO,XIAOMI,2547520.0
2022-07-01,0,MEDELLIN,ANTIOQUIA,TELEFONO,XIAOMI,787520.0
2022-07-01,0,VILLAVICENCIO,META,PORTATIL,HP,1762900.0
2022-07-01,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,SAMSUNG,738520.0
2022-07-01,0,PACHO,CUNDINAMARCA,TELEFONO,SAMSUNG,738520.0
2022-07-01,0,MOCOA,PUTUMAYO,TELEFONO,XIAOMI,2047520.0
2022-07-01,0,CIMITARRA,SANTANDER,PORTATIL,HP,1762900.0
2022-07-01,0,SINCELEJO,SUCRE,TELEFONO,SAMSUNG,537520.0
2022-07-01,0,YUMBO,VALLE DEL CAUCA,TELEFONO,APPLE,4732580.0
2022-07-01,0,FLORENCIA,CAQUETA,TELEFONO,HUAWEI,797520.0
2022-07-01,0,SANTA MARTA,MAGDALENA,TELEFONO,XIAOMI,787520.0
2022-07-01,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,APPLE,6727581.0
2022-07-01,0,TUNJA,BOYACA,TELEFONO,HUAWEI,1397521.0
2022-07-01,0,BOGOTA D.C.,BOGOTA D.C.,PORTATIL,HP,1762900.0
2022-07-01,0,NUEVA GRANADA,MAGDALENA,TELEFONO,MOTOROLA,612250.0
2022-07-01,0,MONTERIA,CORDOBA,TELEFONO,APPLE,2610580.0
2022-07-01,0,MONTERIA,CORDOBA,TELEFONO,MOTOROLA,597520.0
2022-07-01,0,DABEIBA,ANTIOQUIA,TELEFONO,XIAOMI,747520.0
2022-07-02,1,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,835570.0
2022-07-02,1,FLORENCIA,CAQUETA,TELEFONO,SAMSUNG,679520.0
2022-07-02,1,COPACABANA,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-02,1,MEDELLIN,ANTIOQUIA,TELEFONO,XIAOMI,747520.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,HUAWEI,797520.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,747520.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,APPLE,6727581.0
2022-07-02,1,TAME,ARAUCA,PORTATIL,HP,1762900.0
2022-07-02,1,IBAGUE,TOLIMA,TELEFONO,MOTOROLA,767520.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,1376571.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,1773570.0
2022-07-02,1,BUCARAMANGA,SANTANDER,TELEFONO,MOTOROLA,597520.0
2022-07-02,1,BARRANQUILLA,ATLANTICO,TELEFONO,MOTOROLA,754520.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,1773570.0
2022-07-02,1,MARINILLA,ANTIOQUIA,TELEVISOR,KALLEY,1292900.0
2022-07-02,1,JENESANO,BOYACA,TELEFONO,SAMSUNG,467520.0
2022-07-02,1,UBATE,CUNDINAMARCA,TELEFONO,XIAOMI,787520.0
2022-07-02,1,MONTELIBANO,CORDOBA,TELEFONO,SAMSUNG,1256570.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,HUAWEI,797520.0
2022-07-02,1,CUMARAL,META,TELEFONO,XIAOMI,2047520.0
2022-07-02,1,GRANADA,META,TELEFONO,HUAWEI,797520.0
2022-07-02,1,CALI,VALLE DEL CAUCA,TELEFONO,APPLE,4732580.0
2022-07-02,1,BARRANQUILLA,ATLANTICO,TELEFONO,VIVO,1148520.0
2022-07-02,1,SOACHA,CUNDINAMARCA,TELEFONO,SAMSUNG,1376571.0
2022-07-02,1,YACOPI,CUNDINAMARCA,PORTATIL,HP,1762900.0
2022-07-02,1,CARTAGENA,BOLIVAR,TELEFONO,MOTOROLA,777520.0
2022-07-02,1,MEDELLIN,ANTIOQUIA,TELEFONO,HUAWEI,797520.0
2022-07-02,1,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,2184570.0
2022-07-02,1,CALI,VALLE DEL CAUCA,TELEFONO,XIAOMI,1637412.0
2022-07-02,1,SOLEDAD,ATLANTICO,TELEFONO,XIAOMI,1087520.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,597520.0
2022-07-02,1,CALI,VALLE DEL CAUCA,TELEFONO,MOTOROLA,597520.0
2022-07-02,1,SAN VICENTE DEL CAGUAN,CAQUETA,TELEFONO,NOKIA,715520.0
2022-07-02,1,LOS PATIOS,NORTE DE SANTANDER,TELEFONO,HUAWEI,797520.0
2022-07-02,1,CHIA,CUNDINAMARCA,TELEFONO,MOTOROLA,393520.0
2022-07-02,1,SAN MARTIN,META,TELEFONO,SAMSUNG,835570.0
2022-07-02,1,EL ZULIA,NORTE DE SANTANDER,TELEFONO,MOTOROLA,597520.0
2022-07-02,1,FLORENCIA,CAQUETA,TELEFONO,MOTOROLA,767520.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,612520.0
2022-07-02,1,VILLAVICENCIO,META,SMARTWATCH,HONOR,1163520.0
2022-07-02,1,BARRANQUILLA,ATLANTICO,TELEFONO,SAMSUNG,1773570.0
2022-07-02,1,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,834520.0
2022-07-02,1,FLORENCIA,CAQUETA,TELEFONO,SAMSUNG,1497570.0
2022-07-05,0,UBATE,CUNDINAMARCA,TELEFONO,XIAOMI,1087520.0
2022-07-05,0,SAN VICENTE DE CHUCURI,SANTANDER,TELEFONO,XIAOMI,737520.0
2022-07-05,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,767520.0
2022-07-05,0,POPAYAN,CAUCA,TELEFONO,MOTOROLA,777520.0
2022-07-05,0,BUENAVENTURA,VALLE DEL CAUCA,TELEFONO,MOTOROLA,597520.0
2022-07-05,0,FUSAGASUGA,CUNDINAMARCA,TELEFONO,SAMSUNG,788570.0
2022-07-05,0,CALI,VALLE DEL CAUCA,TELEFONO,MOTOROLA,835520.0
2022-07-05,0,NOBSA,BOYACA,TELEFONO,HUAWEI,1316520.0
2022-07-05,0,BARRANQUILLA,ATLANTICO,TELEFONO,XIAOMI,1087520.0
2022-07-05,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,835570.0
2022-07-05,0,NEIVA,HUILA,TELEFONO,SAMSUNG,788570.0
2022-07-05,0,NEIVA,HUILA,TELEFONO,XIAOMI,747520.0
2022-07-05,0,SAN GIL,SANTANDER,TELEFONO,SAMSUNG,467520.0
2022-07-05,0,TAME,ARAUCA,TELEFONO,XIAOMI,1087520.0
2022-07-05,0,MANIZALES,CALDAS,TELEFONO,MOTOROLA,597520.0
2022-07-05,0,COROZAL,SUCRE,TELEFONO,XIAOMI,1027520.0
2022-07-05,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,835570.0
2022-07-05,0,CALI,VALLE DEL CAUCA,TELEFONO,HUAWEI,1397521.0
2022-07-05,0,CARTAGENA,BOLIVAR,TELEFONO,SAMSUNG,1337570.0
2022-07-05,0,SAN PABLO DE BORBUR,BOLIVAR,TELEFONO,NOKIA,394520.0
2022-07-05,0,LA VEGA,CUNDINAMARCA,TELEFONO,SAMSUNG,788570.0
2022-07-05,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,797570.0
2022-07-05,0,MEDELLIN,ANTIOQUIA,TELEFONO,APPLE,2610580.0
2022-07-05,0,YUMBO,VALLE DEL CAUCA,TELEFONO,SAMSUNG,1773570.0
2022-07-05,0,YUMBO,VALLE DEL CAUCA,TELEFONO,SAMSUNG,1773570.0
2022-07-05,0,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-05,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,1087520.0
2022-07-05,0,BOGOTA D.C.,BOGOTA D.C.,PORTATIL,HP,1762900.0
2022-07-05,0,CALI,VALLE DEL CAUCA,TELEFONO,APPLE,5297580.0
2022-07-05,0,SAN LUIS,TOLIMA,TELEFONO,SAMSUNG,828570.0
2022-07-05,0,COROZAL,SUCRE,TELEFONO,XIAOMI,555520.0
2022-07-05,0,LOS PATIOS,NORTE DE SANTANDER,PORTATIL,HP,1582900.0
2022-07-05,0,SINCELEJO,SUCRE,TELEFONO,SAMSUNG,1256579.0
2022-07-05,0,MEDELLIN,ANTIOQUIA,TELEFONO,HUAWEI,797520.0
2022-07-05,0,CARTAGENA,BOLIVAR,TELEVISOR,KALLEY,1292900.0
2022-07-05,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,1376571.0
2022-07-05,0,IBAGUE,TOLIMA,TELEFONO,APPLE,2721580.0
2022-07-05,0,SOACHA,CUNDINAMARCA,TELEFONO,SAMSUNG,738520.0
2022-07-05,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,537520.0
2022-07-05,0,LA PENA,CUNDINAMARCA,TELEFONO,XIAOMI,787520.0
2022-07-06,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,747520.0
2022-07-06,0,CARTAGENA,BOLIVAR,TELEFONO,XIAOMI,787520.0
2022-07-06,0,CUCUNUBA,CUNDINAMARCA,TELEFONO,XIAOMI,835520.0
2022-07-06,0,CAMPAMENTO,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-06,0,MEDELLIN,ANTIOQUIA,TELEVISOR,KALLEY,1292900.0
2022-07-06,0,RIONEGRO,ANTIOQUIA,TELEFONO,SAMSUNG,1376571.0
2022-07-06,0,MEDINA,CUNDINAMARCA,TELEFONO,NOKIA,686520.0
2022-07-06,0,EL BAGRE,ANTIOQUIA,TELEFONO,SAMSUNG,797570.0
2022-07-06,0,CALI,VALLE DEL CAUCA,TELEFONO,NOKIA,817520.0
2022-07-06,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,797570.0
2022-07-06,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,835570.0
2022-07-06,0,FLORIDABLANCA,SANTANDER,TELEFONO,MOTOROLA,597520.0
2022-07-06,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,1256570.0
2022-07-06,0,EL PAUJIL,CAQUETA,TELEFONO,VIVO,1681520.0
2022-07-06,0,PALMIRA,VALLE DEL CAUCA,TELEFONO,XIAOMI,787520.0
2022-07-06,0,PUERTO LOPEZ,META,TELEFONO,SAMSUNG,835570.0
2022-07-06,0,CAREPA,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-06,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,767520.0
2022-07-06,0,CALI,VALLE DEL CAUCA,TELEFONO,MOTOROLA,597520.0
2022-07-06,0,BOGOTA D.C.,BOGOTA D.C.,PORTATIL,HP,1762900.0
2022-07-06,0,CAJAMARCA,TOLIMA,TELEFONO,SAMSUNG,537520.0
2022-07-06,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,SAMSUNG,2957570.0
2022-07-06,0,FLORENCIA,CAQUETA,TELEFONO,XIAOMI,1463520.0
2022-07-06,0,SALAZAR,NORTE DE SANTANDER,TELEFONO,SAMSUNG,679520.0
2022-07-07,0,SOACHA,CUNDINAMARCA,TELEFONO,APPLE,2921580.0
2022-07-07,0,PASTO,NARIÃO,TELEFONO,SAMSUNG,797570.0
2022-07-07,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,788570.0
2022-07-07,0,CARTAGENA,BOLIVAR,TELEFONO,MOTOROLA,597520.0
2022-07-07,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,835520.0
2022-07-07,0,PALMIRA,VALLE DEL CAUCA,TELEFONO,SAMSUNG,802520.0
2022-07-07,0,SAN VICENTE,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-07,0,CHIA,CUNDINAMARCA,TELEFONO,SAMSUNG,797570.0
2022-07-07,0,DUITAMA,BOYACA,PORTATIL,HP,2638900.0
2022-07-07,0,YARUMAL,ANTIOQUIA,TELEFONO,SAMSUNG,467520.0
2022-07-07,0,SANTANA,BOYACA,TELEFONO,XIAOMI,747520.0
2022-07-07,0,CALI,VALLE DEL CAUCA,TELEFONO,XIAOMI,834520.0
2022-07-07,0,PIVIJAY,MAGDALENA,TELEFONO,MOTOROLA,777520.0
2022-07-07,0,CUMARAL,META,TELEFONO,XIAOMI,2047520.0
2022-07-07,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,SAMSUNG,1773570.0
2022-07-07,0,MANIZALES,CALDAS,TELEFONO,XIAOMI,577520.0
2022-07-07,0,MONTERIA,CORDOBA,TELEFONO,MOTOROLA,597520.0
2022-07-07,0,BELLO,ANTIOQUIA,TELEFONO,MOTOROLA,767520.0
2022-07-07,0,PUERTO RICO,CAQUETA,TELEFONO,SAMSUNG,797570.0
2022-07-07,0,RETIRO,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-07,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,797570.0
2022-07-07,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,828570.0
2022-07-07,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,738520.0
2022-07-07,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,MOTOROLA,754520.0
2022-07-07,0,VALLE DE SAN JUAN,TOLIMA,TELEFONO,XIAOMI,1948520.0
2022-07-07,0,LORICA,CORDOBA,TELEFONO,SAMSUNG,828570.0
2022-07-07,0,NEIVA,HUILA,TELEFONO,SAMSUNG,797570.0
2022-07-07,0,APARTADO,ANTIOQUIA,TELEFONO,SAMSUNG,788570.0
2022-07-07,0,SAN JOSE DEL FRAGUA,CAQUETA,TELEFONO,XIAOMI,577520.0
2022-07-07,0,PUERTO ESCONDIDO,CORDOBA,TELEFONO,SAMSUNG,738520.0
2022-07-07,0,CUCUTA,NORTE DE SANTANDER,TELEFONO,SAMSUNG,788570.0
2022-07-07,0,SANTA MARTA,MAGDALENA,TELEFONO,XIAOMI,835520.0
2022-07-07,0,CHOACHI,CUNDINAMARCA,TELEFONO,MOTOROLA,597520.0
2022-07-07,0,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-07,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,555520.0
2022-07-07,0,JAMUNDI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,788570.0
2022-07-07,0,FACATATIVA,CUNDINAMARCA,PORTATIL,HP,2638900.0
2022-07-07,0,PEREIRA,RISARALDA,TELEFONO,XIAOMI,677520.0
2022-07-07,0,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-08,0,CALI,VALLE DEL CAUCA,TELEFONO,MOTOROLA,597520.0
2022-07-08,0,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,767520.0
2022-07-08,0,MACANAL,BOYACA,TELEVISOR,KALLEY,1292900.0
2022-07-08,0,SABANALARGA,ATLANTICO,TELEFONO,XIAOMI,1114519.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,ZTE,647520.0
2022-07-08,0,TIERRALTA,CORDOBA,TELEFONO,XIAOMI,1463520.0
2022-07-08,0,PIEDECUESTA,SANTANDER,TELEFONO,MOTOROLA,597520.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,PORTATIL,HP,1762900.0
2022-07-08,0,MEDELLIN,ANTIOQUIA,TELEFONO,SAMSUNG,797570.0
2022-07-08,0,CANASGORDAS,ANTIOQUIA,TELEFONO,APPLE,2721580.0
2022-07-08,0,YOPAL,CASANARE,TELEVISOR,KALLEY,1292900.0
2022-07-08,0,CUCUTA,NORTE DE SANTANDER,TELEVISOR,KALLEY,1183900.0
2022-07-08,0,BARRANQUILLA,ATLANTICO,TELEFONO,APPLE,2721580.0
2022-07-08,0,BARRANQUILLA,ATLANTICO,TELEFONO,SAMSUNG,467520.0
2022-07-08,0,APARTADO,ANTIOQUIA,TELEFONO,SAMSUNG,835570.0
2022-07-08,0,ZIPAQUIRA,CUNDINAMARCA,TELEFONO,SAMSUNG,797570.0
2022-07-08,0,MOSQUERA,CUNDINAMARCA,TELEFONO,XIAOMI,747520.0
2022-07-08,0,SOACHA,CUNDINAMARCA,TELEFONO,MOTOROLA,833520.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,NOKIA,679520.0
2022-07-08,0,ORTEGA,TOLIMA,TELEFONO,XIAOMI,1114519.0
2022-07-08,0,CARTAGENA,BOLIVAR,TELEFONO,XIAOMI,834520.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,1092520.0
2022-07-21,0,COPACABANA,ANTIOQUIA,TELEFONO,XIAOMI,1114519.0
2022-07-08,0,DOSQUEBRADAS,RISARALDA,TELEFONO,SAMSUNG,835570.0
2022-07-08,0,POPAYAN,CAUCA,TELEFONO,HUAWEI,797520.0
2022-07-08,0,VILLAVICENCIO,META,TELEFONO,MOTOROLA,733520.0
2022-07-08,0,DOSQUEBRADAS,RISARALDA,TELEFONO,SAMSUNG,797570.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,1256570.0
2022-07-08,0,SOLEDAD,ATLANTICO,TELEFONO,SAMSUNG,788570.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,788570.0
2022-07-08,0,MONTERIA,CORDOBA,PORTATIL,HP,1452900.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,833520.0
2022-07-08,0,BARRANQUILLA,ATLANTICO,TELEFONO,APPLE,4732580.0
2022-07-08,0,SOACHA,CUNDINAMARCA,TELEFONO,SAMSUNG,788570.0
2022-07-08,0,CIENAGA,MAGDALENA,TELEFONO,SAMSUNG,788570.0
2022-07-08,0,CARTAGENA,BOLIVAR,TELEFONO,MOTOROLA,597520.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,1256570.0
2022-07-08,0,SAN VICENTE,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-08,0,CARTAGENA,BOLIVAR,TELEFONO,SAMSUNG,1256570.0
2022-07-08,0,VALLEDUPAR,CESAR,TELEFONO,SAMSUNG,835570.0
2022-07-08,0,SANTA MARTA,MAGDALENA,TELEFONO,XIAOMI,835520.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,TELEVISOR,KALLEY,1292900.0
2022-07-08,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,537520.0
2022-07-08,0,CUMARAL,META,TELEFONO,XIAOMI,835520.0
2022-07-08,0,MONTERIA,CORDOBA,TELEFONO,OPPO,1463520.0
2022-07-08,0,POPAYAN,CAUCA,TELEFONO,SAMSUNG,788570.0
2022-07-08,0,SANTA MARTA,MAGDALENA,TELEFONO,XIAOMI,747520.0
2022-07-08,0,FLORENCIA,CAQUETA,TELEFONO,XIAOMI,834520.0
2022-07-08,0,CHIA,CUNDINAMARCA,TELEFONO,XIAOMI,834520.0
2022-07-08,0,SAN ANDRES,SAN ANDRES Y PROVIDENCIA,TELEFONO,HUAWEI,1316520.0
2022-07-09,0,CHIA,CUNDINAMARCA,TELEFONO,MOTOROLA,597520.0
2022-07-12,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,597520.0
2022-07-09,0,CALI,VALLE DEL CAUCA,TELEFONO,APPLE,2721580.0
2022-07-09,0,CAJICA,CUNDINAMARCA,TELEVISOR,KALLEY,2850900.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,NOKIA,817520.0
2022-07-09,0,GUAMO,TOLIMA,TELEFONO,SAMSUNG,797570.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,828570.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,379520.0
2022-07-09,0,CHIA,CUNDINAMARCA,TELEFONO,SAMSUNG,797570.0
2022-07-09,0,MAJAGUAL,SUCRE,TELEFONO,SAMSUNG,738520.0
2022-07-09,0,MONTERIA,CORDOBA,TELEFONO,APPLE,4732580.0
2022-07-09,0,CARTAGENA,BOLIVAR,TELEFONO,SAMSUNG,797570.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,738520.0
2022-07-09,0,MEDELLIN,ANTIOQUIA,TELEVISOR,KALLEY,3562900.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,797520.0
2022-07-09,0,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,777520.0
2022-07-09,0,VILLAVICENCIO,META,TELEFONO,NOKIA,502520.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,738520.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEVISOR,KALLEY,1292900.0
2022-07-09,0,CALI,VALLE DEL CAUCA,TELEFONO,SAMSUNG,537520.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,1826570.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,738520.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,1114519.0
2022-07-09,0,COROZAL,SUCRE,TELEFONO,XIAOMI,787520.0
2022-07-09,0,SAMACA,BOYACA,TELEFONO,SAMSUNG,738520.0
2022-07-09,0,MANIZALES,CALDAS,TELEFONO,NOKIA,817520.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,537520.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,777520.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,798520.0
2022-07-09,0,BARRANCABERMEJA,SANTANDER,TELEVISOR,SAMSUNG,2753900.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,828570.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,1028571.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,2697521.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,360520.0
2022-07-09,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,788570.0
2022-07-09,0,CAJICA,CUNDINAMARCA,TELEFONO,NOKIA,1567520.0
2022-07-11,0,LA CALERA,CUNDINAMARCA,TELEFONO,SAMSUNG,797570.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,PORTATIL,HP,1762900.0
2022-07-11,0,TUNJA,BOYACA,TELEFONO,NOKIA,817520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,747520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEVISOR,KALLEY,1183900.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,NOKIA,394520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,797570.0
2022-07-11,0,ARMENIA,QUINDIO,TELEFONO,SAMSUNG,788570.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,597520.0
2022-07-11,0,POPAYAN,CAUCA,TELEFONO,SAMSUNG,467520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,467520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,788570.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,HUAWEI,797520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,733520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,XIAOMI,577520.0
2022-07-11,0,FLORIDABLANCA,SANTANDER,TELEVISOR,KALLEY,2850900.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,738520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,SAMSUNG,797570.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,597520.0
2022-07-11,0,CHIRIGUANA,CESAR,TELEFONO,SAMSUNG,835570.0
2022-07-11,0,BARRANQUILLA,ATLANTICO,TELEFONO,XIAOMI,2029520.0
2022-07-11,0,GIRARDOT,CUNDINAMARCA,TELEFONO,SAMSUNG,797570.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEVISOR,SAMSUNG,3275900.0
2022-07-11,0,IBAGUE,TOLIMA,TELEFONO,MOTOROLA,597520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEVISOR,KALLEY,1292900.0
2022-07-11,0,MEDELLIN,ANTIOQUIA,PORTATIL,HP,1762900.0
2022-07-11,0,MONTERIA,CORDOBA,TELEFONO,HUAWEI,797520.0
2022-07-11,0,CALI,VALLE DEL CAUCA,CONSOLA,MICROSOFT,1965900.0
2022-07-11,0,MEDELLIN,ANTIOQUIA,TELEFONO,MOTOROLA,597520.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEVISOR,KALLEY,1292900.0
2022-07-11,0,BOGOTA D.C.,BOGOTA D.C.,TELEFONO,MOTOROLA,597520.0
