cod_trans,cod_rest,fecha_trans,valor_trans,latitud,longitud,canal,medio,comision
0000061719-074602,26,2022-10-03,47800,3.4608426,-76.5116458,CallCenter,CallCenter,4780.0
0000061765-074602,26,2022-10-03,27300,3.4635612,-76.5047425,CallCenter,CallCenter,2730.0
0000061788-074602,26,2022-10-03,23900,3.4645416,-76.5107193,CallCenter,CallCenter,2390.0
0000931422-010401,26,2022-10-04,57500,3.4827199463018,-76.4975222758949,App,Android,6325.0
17607069_tt,26,2022-10-01,39300,3.4592145,-76.5165545,TICTUK,TICTUK,4716.0
0000929487-010401,26,2022-10-01,17800,3.4906129,-76.499082,App,Android,1958.0
0000928463-010401,26,2022-09-30,20800,3.4762730938352,-76.500896159559,App,Android,2288.0
0000060646-074602,26,2022-09-30,59900,3.4737055,-76.4919441,CallCenter,CallCenter,5990.0
17599209_tt,26,2022-10-01,23700,3.4662314,-76.4913482,TICTUK,TICTUK,2844.0
0000929493-010401,26,2022-10-01,51800,3.4767278958043,-76.5078407339752,App,Android,5698.0
KFCCO298815723,26,2022-10-02,25800,3.478405,-76.498215,Web,Web,2580.0
0000929763-010401,26,2022-10-02,10500,3.474077,-76.4968523,App,Android,1155.0
0000931070-010401,26,2022-10-03,50700,3.4553626847548,-76.4885999076068,App,Android,5577.0
0000930687-010401,26,2022-10-02,59400,3.4693603515625,-76.505343424338,App,Ios,6534.0
0000928259-010401,26,2022-09-30,30800,3.4660557,-76.5029139,App,Android,3388.0
KFCCO276581345,26,2022-09-30,33400,3.468848,-76.505394,Web,Web,3340.0
17569754_tt,26,2022-09-30,38800,3.4650775,-76.5045844,TICTUK,TICTUK,4656.0
0000928391-010401,26,2022-09-30,24800,3.4648908,-76.4957715,App,Android,2728.0
0000928470-010401,26,2022-09-30,22500,3.4817048,-76.5077797,App,Android,2475.0
0000928516-010401,26,2022-09-30,55700,3.4678034994975,-76.4908328466117,App,Android,6127.0
0000928527-010401,26,2022-09-30,20800,3.4686652533056,-76.4972258917987,App,Android,2288.0
0000928549-010401,26,2022-09-30,60300,3.469043423088,-76.5159530751407,App,Android,6633.0
0000928327-010401,26,2022-09-30,51800,3.4649856397012,-76.4847646839917,App,Android,5698.0
0000928629-010401,26,2022-10-01,142400,3.4664665,-76.4956076,App,Android,15664.0
0000060680-074602,26,2022-10-01,54400,3.4654657,-76.4903418,CallCenter,CallCenter,5440.0
0000928124-010401,26,2022-09-30,51800,3.4624866,-76.5101413,App,Android,5698.0
0000928130-010401,26,2022-09-30,65600,3.4625094706201,-76.5102074481547,App,Android,7216.0
0000928528-010401,26,2022-09-30,23800,3.4906129,-76.499082,App,Android,2618.0
0000928960-010401,26,2022-10-01,82800,3.4714112,-76.5125217,App,Android,9108.0
0000060690-074602,26,2022-10-01,45200,3.4698704,-76.5106502,CallCenter,CallCenter,4520.0
KFCCO485413227,26,2022-10-01,34800,3.4749,-76.498085,Web,Web,3480.0
KFCCO314260812,26,2022-09-29,59400,3.477505,-76.49933,Web,Web,5940.0
0000927518-010401,26,2022-09-29,41300,3.4649777,-76.484766,App,Android,4543.0
0000927663-010401,26,2022-09-29,34700,3.4791966715349,-76.4994578249753,App,Android,3817.0
0000927905-010401,26,2022-09-30,49900,3.4744170785513,-76.5014047734439,App,Android,5489.0
0000060419-074602,26,2022-09-30,81400,3.4810966,-76.503829,CallCenter,CallCenter,8140.0
0000927602-010401,26,2022-09-29,41300,3.4649907,-76.4846942,App,Android,4543.0
0000927739-010401,26,2022-09-30,50700,3.4625094706201,-76.5102074481547,App,Android,5577.0
17567546_tt,26,2022-09-30,20800,3.4616469,-76.4858894,TICTUK,TICTUK,2496.0
0000927073-010401,26,2022-09-29,51800,3.4790631493917,-76.4995245449245,App,Android,5698.0
0000059936-074602,26,2022-09-28,20800,3.4769699,-76.5013409,CallCenter,CallCenter,2080.0
0000926983-010401,26,2022-09-28,35400,3.4781679383078,-76.5091127716005,App,Android,3894.0
0000927330-010401,26,2022-09-29,14800,3.4807017,-76.4968427,App,Android,1628.0
KFCCO527938912,26,2022-09-29,90300,3.479964,-76.49296,Web,Web,9030.0
0000060330-074602,26,2022-09-30,81400,3.4665846,-76.5011286,CallCenter,CallCenter,8140.0
17507111_tt,26,2022-09-28,19800,3.4803581,-76.5075544,TICTUK,TICTUK,2376.0
17516872_tt,26,2022-09-28,50800,3.4771991,-76.4906479,TICTUK,TICTUK,6096.0
KFCCO089848700,26,2022-09-27,54800,3.466607,-76.496155,Web,Web,5480.0
0000926629-010401,26,2022-09-28,24400,3.4628861,-76.506428,App,Android,2684.0
0000060014-074602,26,2022-09-28,47800,3.4567207,-76.5152217,CallCenter,CallCenter,4780.0
0000926973-010401,26,2022-09-28,30800,3.4659944,-76.498081,App,Android,3388.0
0000927001-010401,26,2022-09-28,15400,3.4649370463585,-76.507411595159,App,Ios,1694.0
0000934383-010401,26,2022-10-07,18900,3.4887094,-76.4912852,App,Ios,2079.0
0000062882-074602,26,2022-10-08,81400,3.4567207,-76.5152217,CallCenter,CallCenter,8140.0
0000934627-010401,26,2022-10-08,51800,3.4633406,-76.5032462,App,Ios,5698.0
0000934652-010401,26,2022-10-08,50700,3.4738601,-76.4880416,App,Android,5577.0
0000934686-010401,26,2022-10-08,36700,3.4749666,-76.5106434,App,Android,4037.0
KFCCO907933161,26,2022-10-08,74300,3.486061,-76.49963,Web,Web,7430.0
0000935175-010401,26,2022-10-08,20800,3.4899795483037,-76.491479894992,App,Android,2288.0
0000806370-010401,26,2022-05-09,64100,3.4595555,-76.5158598,App,Android,7051.0
0000806464-010401,26,2022-05-10,42100,3.4814382091302,-76.4962274394929,App,Android,4631.0
0000807177-010401,26,2022-05-10,39100,3.4623504951959,-76.509701010995,App,Ios,4301.0
0000807194-010401,26,2022-05-10,39100,3.4756933,-76.4916471,App,Android,4301.0
KFCCO684782555,26,2022-05-10,36200,3.483981,-76.503,Web,Web,3620.0
0000807233-010401,26,2022-05-10,57400,3.4891896,-76.4921531,App,Android,6314.0
0000010584-074602,26,2022-05-10,35100,3.4670846,-76.4931778,CallCenter,CallCenter,3510.0
13394434_tt,26,2022-05-10,21100,3.4637288,-76.5096887,TICTUK,TICTUK,2532.0
13418645_tt,26,2022-05-11,21100,3.4637288,-76.5096887,TICTUK,TICTUK,2532.0
KFCCO850029149,26,2022-06-04,36500,3.475167,-76.5009,Web,Web,3650.0
0000832115-010401,26,2022-06-04,66900,3.4858710705065,-76.5009605325759,App,Android,7359.0
0000831671-010401,26,2022-06-04,39000,3.464052931761,-76.5074642188847,App,Android,4290.0
0000019779-074602,26,2022-06-04,74000,3.4905509,-76.4989603,CallCenter,CallCenter,7400.0
0000832084-010401,26,2022-06-04,32400,3.4708082210305,-76.5132874623654,App,Ios,3564.0
0000832146-010401,26,2022-06-04,22100,3.4773332,-76.4947929,App,Android,2431.0
0000832305-010401,26,2022-06-04,39000,3.4588915,-76.4851944,App,Android,4290.0
0000832450-010401,26,2022-06-04,87100,3.4670518553954,-76.5019023232162,App,Android,9581.0
0000020064-074602,26,2022-06-04,48900,3.4640514,-76.4857479,CallCenter,CallCenter,4890.0
0000832459-010401,26,2022-06-04,30100,3.4784589,-76.5092379,App,Android,3311.0
0000832473-010401,26,2022-06-04,54100,3.4779527,-76.4921958,App,Android,5951.0
0000832567-010401,26,2022-06-04,43100,3.4867163,-76.490116,App,Ios,4741.0
KFCCO112657779,26,2022-06-05,55100,3.486061,-76.49963,Web,Web,5510.0
0000020264-074602,26,2022-06-05,92100,3.4808704,-76.4979338,CallCenter,CallCenter,9210.0
14034477_tt,26,2022-06-04,25000,3.4637288,-76.5096887,TICTUK,TICTUK,3000.0
KFCCO180388443,26,2022-06-05,71100,3.466681,-76.48631,Web,Web,7110.0
0000020078-074602,26,2022-06-04,22100,3.4637479,-76.5013777,CallCenter,CallCenter,2210.0
0000020139-074602,26,2022-06-04,67100,3.4667826,-76.4928809,CallCenter,CallCenter,6710.0
0000926054-010401,26,2022-09-27,13800,3.4625616715628,-76.50409637019,App,Android,1518.0
0000926245-010401,26,2022-09-27,39800,3.4735416013481,-76.4978096075356,App,Android,4378.0
KFCCO492093176,26,2022-09-27,35800,3.47469,-76.49818,Web,Web,3580.0
KFCCO437068677,26,2022-09-27,57800,3.469136,-76.485357,Web,Web,5780.0
KFCCO122203152,26,2022-09-27,77800,3.463653,-76.51358,Web,Web,7780.0
0000062779-074602,26,2022-10-07,93200,3.4567207,-76.5152217,CallCenter,CallCenter,9320.0
KFCCO338480076,26,2022-10-07,34800,3.464116,-76.50603,Web,Web,3480.0
0000062905-074602,26,2022-10-08,73400,3.4623923,-76.5094339,CallCenter,CallCenter,7340.0
0000062803-074602,26,2022-10-07,29300,3.4712587,-76.4940617,CallCenter,CallCenter,2930.0
KFCCO444220834,26,2022-10-08,36200,3.460969,-76.51173,Web,Web,3620.0
0000934568-010401,26,2022-10-08,24400,3.4735396002691,-76.5127974562347,App,Android,2684.0
0000062906-074602,26,2022-10-08,65800,3.4700727,-76.4997169,CallCenter,CallCenter,6580.0
0000934860-010401,26,2022-10-08,14900,3.4651086,-76.5017613,App,Android,1639.0
0000934913-010401,26,2022-10-08,51800,3.4686696741458,-76.4859415775683,App,Ios,5698.0
0000063025-074602,26,2022-10-08,59900,3.4750755,-76.4900606,CallCenter,CallCenter,5990.0
17839446_tt,26,2022-10-08,25800,3.473016,-76.504164,TICTUK,TICTUK,3096.0
0000933778-010401,26,2022-10-07,19800,3.4677906036377,-76.496153145931,App,Ios,2178.0
0000062711-074602,26,2022-10-07,47800,3.4711677,-76.5078845,CallCenter,CallCenter,4780.0
0000934415-010401,26,2022-10-07,40400,3.4681626392991,-76.4906502297203,App,Ios,4444.0
0000925467-010401,26,2022-09-27,49700,3.4686652533056,-76.4972258917987,App,Android,5467.0
KFCCO251505076,26,2022-09-26,30700,3.474978,-76.4981,Web,Web,3070.0
0000059498-074602,26,2022-09-26,108500,3.4567207,-76.5152217,CallCenter,CallCenter,10850.0
0000059507-074602,26,2022-09-26,79300,3.4650828,-76.500883,CallCenter,CallCenter,7930.0
0000925344-010401,26,2022-09-26,32400,3.4568731,-76.5186924,App,Android,3564.0
0000925375-010401,26,2022-09-26,29800,3.4791966715349,-76.4994578249753,App,Android,3278.0
17475546_tt,26,2022-09-27,39800,3.4891439,-76.4908512,TICTUK,TICTUK,4776.0
KFCCO519976454,26,2022-09-26,22300,3.461466,-76.511696,Web,Web,2230.0
0000059477-074602,26,2022-09-26,24800,3.4752493,-76.4940813,CallCenter,CallCenter,2480.0
0000925055-010401,26,2022-09-26,18900,3.4761297,-76.4996695,App,Android,2079.0
KFCCO412964111,26,2022-09-26,28200,3.468064,-76.502945,Web,Web,2820.0
0000059460-074602,26,2022-09-26,46700,3.4843674,-76.494552,CallCenter,CallCenter,4670.0
KFCCO295569593,26,2022-09-26,82700,3.467022,-76.492714,Web,Web,8270.0
17439187_tt,26,2022-09-25,59800,3.4648924,-76.5015507,TICTUK,TICTUK,7176.0
0000924825-010401,26,2022-09-25,33200,3.4568604,-76.5187152,App,Android,3652.0
KFCCO853316844,26,2022-09-25,47800,3.465881,-76.49465,Web,Web,4780.0
0000924817-010401,26,2022-09-25,26800,3.4820845940544,-76.4946012443295,App,Ios,2948.0
0000924866-010401,26,2022-09-25,51800,3.4896373748779,-76.4975818077947,App,Ios,5698.0
0000059175-074602,26,2022-09-25,32400,3.4764285,-76.5011286,CallCenter,CallCenter,3240.0
KFCCO209234507,26,2022-09-26,16800,3.489121,-76.489876,Web,Web,1680.0
0000924039-010401,26,2022-09-25,58800,3.4862358528936,-76.501307208091,App,Android,6468.0
KFCCOL296228112,26,2022-09-25,44800,3.471032,-76.50185,Web,Web,4480.0
0000059049-074602,26,2022-09-25,48700,3.4685762,-76.4943572,CallCenter,CallCenter,4870.0
0000059053-074602,26,2022-09-25,91800,3.4674726,-76.4982129,CallCenter,CallCenter,9180.0
0000058875-074602,26,2022-09-25,161500,3.4688371,-76.4936896,CallCenter,CallCenter,16150.0
17412997_tt,26,2022-09-25,33801,3.4598747,-76.5189258,TICTUK,TICTUK,4056.12
0000924289-010401,26,2022-09-25,42700,3.4817608177687,-76.496917437762,App,Android,4697.0
KFCCO032699855,26,2022-09-25,38800,3.469514,-76.493744,Web,Web,3880.0
0000059192-074602,26,2022-09-25,152600,3.4731882,-76.5074833,CallCenter,CallCenter,15260.0
17399920_tt,26,2022-09-24,48700,3.4739852,-76.4971582,TICTUK,TICTUK,5844.0
0000058654-074602,26,2022-09-24,33400,3.472195,-76.506188,CallCenter,CallCenter,3340.0
0000923537-010401,26,2022-09-24,26800,3.4793954592153,-76.4914309792221,App,Android,2948.0
0000058565-074602,26,2022-09-24,65900,3.4516467,-76.5319854,CallCenter,CallCenter,6590.0
0000058569-074602,26,2022-09-24,24400,3.4398282,-76.5379554,CallCenter,CallCenter,2440.0
0000058769-074602,26,2022-09-24,72800,3.4516467,-76.5319854,CallCenter,CallCenter,7280.0
0000923459-010401,26,2022-09-24,26800,3.4591846,-76.5065851,App,Android,2948.0
0000923356-010401,26,2022-09-24,17800,3.4906129,-76.499082,App,Android,1958.0
0000923523-010401,26,2022-09-24,77800,3.4649471540489,-76.497114244848,App,Android,8558.0
0000058895-074602,26,2022-09-25,65300,3.4761864,-76.499028,CallCenter,CallCenter,6530.0
0000923958-010401,26,2022-09-25,23800,3.4862825,-76.4916983,App,Android,2618.0
0000924080-010401,26,2022-09-25,61600,3.4582294102324,-76.4851263993174,App,Ios,6776.0
0000922791-010401,26,2022-09-24,36800,3.4771291547593,-76.5049597062171,App,Android,4048.0
KFCCO309237689,26,2022-09-24,54800,3.468819,-76.486244,Web,Web,5480.0
0000058469-074602,26,2022-09-24,44800,3.4650828,-76.500883,CallCenter,CallCenter,4480.0
0000058352-074602,26,2022-09-24,59400,3.4789624,-76.5001968,CallCenter,CallCenter,5940.0
0000922964-010401,26,2022-09-24,15400,3.4749666,-76.5106434,App,Android,1694.0
17380680_tt,26,2022-09-24,57400,3.4758114,-76.4991716,TICTUK,TICTUK,6888.0
0000923235-010401,26,2022-09-24,24800,3.4703274,-76.5004882,App,Android,2728.0
0000058666-074602,26,2022-09-24,47500,3.4635612,-76.5047425,CallCenter,CallCenter,4750.0
KFCCO262576628,26,2022-09-24,40600,3.469969,-76.48778,Web,Web,4060.0
0000923504-010401,26,2022-09-24,23800,3.4902213,-76.4960375,App,Android,2618.0
0000922376-010401,26,2022-09-23,24800,3.4648908,-76.4957715,App,Android,2728.0
17367360_tt,26,2022-09-23,38800,3.4651243,-76.5047268,TICTUK,TICTUK,4656.0
0000922437-010401,26,2022-09-23,19800,3.4906129,-76.499082,App,Android,2178.0
KFCCO278569737,26,2022-09-23,50800,3.481141,-76.49146,Web,Web,5080.0
0000922623-010401,26,2022-09-24,30800,3.4821674,-76.4922991,App,Android,3388.0
17379377_tt,26,2022-09-24,33800,3.4741098,-76.4916366,TICTUK,TICTUK,4056.0
0000921791-010401,26,2022-09-22,91800,3.4761636602986,-76.510474998504,App,Android,10098.0
0000058045-074602,26,2022-09-23,24800,3.4567207,-76.5152217,CallCenter,CallCenter,2480.0
0000058114-074602,26,2022-09-23,60200,3.4814706,-76.4974469,CallCenter,CallCenter,6020.0
0000922248-010401,26,2022-09-23,77800,3.4710226108457,-76.50440113619,App,Android,8558.0
0000057627-074602,26,2022-09-21,131900,3.4567207,-76.5152217,CallCenter,CallCenter,13190.0
KFCCO091375126,26,2022-05-11,73000,3.476227,-76.50321,Web,Web,7300.0
KFCCO503134669,26,2022-05-11,41100,3.477076,-76.49106,Web,Web,4110.0
0000807884-010401,26,2022-05-11,37500,3.4619177765524,-76.5163983218372,App,Android,4125.0
KFCCO575818915,26,2022-05-11,27100,3.480259,-76.492165,Web,Web,2710.0
0000808045-010401,26,2022-05-12,20100,3.4785651,-76.4999179,App,Android,2211.0
0000010884-074602,26,2022-05-12,60700,3.4556842,-76.5184579,CallCenter,CallCenter,6070.0
0000808219-010401,26,2022-05-12,18900,3.4733636,-76.5065992,App,Android,2079.0
KFCCO717897735,26,2022-05-12,62100,3.461893,-76.51657,Web,Web,6210.0
KFCCO188238260,26,2022-05-11,34100,3.478586,-76.50216,Web,Web,3410.0
KFCCO942194555,26,2022-05-13,92100,3.478909,-76.49925,Web,Web,9210.0
0000808928-010401,26,2022-05-13,36900,3.4638443,-76.4985709,App,Android,4059.0
KFCCO320147290,26,2022-05-12,72900,3.466036,-76.4875,Web,Web,7290.0
KFCCO657898277,26,2022-05-12,113000,3.466218,-76.48821,Web,Web,11300.0
KFCCO616800615,26,2022-05-12,114000,3.466218,-76.48821,Web,Web,11400.0
KFCCO367548988,26,2022-05-12,54800,3.469759,-76.49541,Web,Web,5480.0
0000011175-074602,26,2022-05-13,62100,3.4666821,-76.4924459,CallCenter,CallCenter,6210.0
KFCCO114656819,26,2022-05-13,26000,3.481933,-76.50429,Web,Web,2600.0
KFCCO370922538,26,2022-05-13,92100,3.465644,-76.49468,Web,Web,9210.0
0000809196-010401,26,2022-05-13,80100,3.479303,-76.4990601,App,Android,8811.0
KFCCO247570511,26,2022-09-22,36800,3.462717,-76.51027,Web,Web,3680.0
KFCCO566875390,26,2022-09-23,38800,3.47283,-76.49432,Web,Web,3880.0
0000920881-010401,26,2022-09-21,57800,3.4762719,-76.5007743,App,Android,6358.0
0000057538-074602,26,2022-09-21,58800,3.4670112,-76.4926036,CallCenter,CallCenter,5880.0
0000921145-010401,26,2022-09-22,23800,3.46469,-76.5106195,App,Android,2618.0
KFCCO323182207,26,2022-09-22,23800,3.462456,-76.48384,Web,Web,2380.0
0000057859-074602,26,2022-09-22,64500,3.4676861,-76.4961172,CallCenter,CallCenter,6450.0
0000920924-010401,26,2022-09-21,34700,3.481007,-76.4945766,App,Android,3817.0
0000921057-010401,26,2022-09-22,33400,3.4638332230843,-76.4859746955335,App,Android,3674.0
KFCCO454814831,26,2022-10-02,72800,3.474981,-76.499,Web,Web,7280.0
17651602_tt,26,2022-10-02,26500,3.4637288,-76.5096887,TICTUK,TICTUK,3180.0
0000061617-074602,26,2022-10-02,59400,3.4681955,-76.4885651,CallCenter,CallCenter,5940.0
0000930133-010401,26,2022-10-02,59400,3.4690322875977,-76.505582058452,App,Ios,6534.0
0000930148-010401,26,2022-10-02,30800,3.4849192740239,-76.4903681538999,App,Android,3388.0
0000930600-010401,26,2022-10-02,30800,3.4626137,-76.4984485,App,Android,3388.0
0000930509-010401,26,2022-10-02,42800,3.4569706,-76.5185128,App,Android,4708.0
0000060945-074602,26,2022-10-01,29300,3.4712587,-76.4940617,CallCenter,CallCenter,2930.0
0000061009-074602,26,2022-10-01,30600,3.4567207,-76.5152217,CallCenter,CallCenter,3060.0
0000929540-010401,26,2022-10-01,30800,3.479603,-76.4995284,App,Ios,3388.0
0000929792-010401,26,2022-10-02,49900,3.4585082118355,-76.5085250325501,App,Android,5489.0
0000929836-010401,26,2022-10-02,25800,3.4735211016797,-76.5096979300482,App,Ios,2838.0
0000929845-010401,26,2022-10-02,51800,3.4756031061,-76.5060765109956,App,Android,5698.0
0000929938-010401,26,2022-10-02,54500,3.4907057423137,-76.4959342792164,App,Ios,5995.0
KFCCO872403934,26,2022-10-01,38400,3.47599,-76.50107,Web,Web,3840.0
0000061162-074602,26,2022-10-02,32400,3.4853366,-76.4906803,CallCenter,CallCenter,3240.0
0000930091-010401,26,2022-10-02,50800,3.4693101487963,-76.486522201449,App,Android,5588.0
0000930142-010401,26,2022-10-02,25900,3.4849192740239,-76.4903681538999,App,Android,2849.0
0000930277-010401,26,2022-10-02,16900,3.4733849872033,-76.5104756690562,App,Android,1859.0
17265689_tt,26,2022-09-20,33400,3.4736838,-76.5087514,TICTUK,TICTUK,4008.0
0000057432-074602,26,2022-09-20,39800,3.479603,-76.4995284,CallCenter,CallCenter,3980.0
0000057448-074602,26,2022-09-20,54800,3.462683,-76.4859155,CallCenter,CallCenter,5480.0
KFCCO440430336,26,2022-09-20,39800,3.486847,-76.496752,Web,Web,3980.0
0000057428-074602,26,2022-09-20,51200,3.4567207,-76.5152217,CallCenter,CallCenter,5120.0
KFCCO902863423,26,2022-09-20,44700,3.474686,-76.49829,Web,Web,4470.0
0000057475-074602,26,2022-09-21,58800,3.4633099,-76.4873951,CallCenter,CallCenter,5880.0
0000920437-010401,26,2022-09-21,58700,3.4681626392991,-76.4906502297203,App,Ios,6457.0
KFCCO088462707,26,2022-09-20,38800,3.452881,-76.48915,Web,Web,3880.0
KFCCO134558470,26,2022-09-21,24800,3.453668,-76.49694,Web,Web,2480.0
0000920782-010401,26,2022-09-21,26700,3.466344833374,-76.504018728276,App,Ios,2937.0
KFCCO368841243,26,2022-09-19,40300,3.458719,-76.51264,Web,Web,4030.0
0000057198-074602,26,2022-09-20,75700,3.4529182,-76.4891571,CallCenter,CallCenter,7570.0
0000057204-074602,26,2022-09-20,39800,3.4862379,-76.4992878,CallCenter,CallCenter,3980.0
0000919510-010401,26,2022-09-20,23800,3.4811129465411,-76.4928749140885,App,Ios,2618.0
0000919306-010401,26,2022-09-19,35200,3.4823313941107,-76.5038757584989,App,Android,3872.0
0000057154-074602,26,2022-09-19,24800,3.4637709,-76.5013259,CallCenter,CallCenter,2480.0
0000919560-010401,26,2022-09-20,44800,3.4650026268913,-76.5142245551622,App,Ios,4928.0
0000919690-010401,26,2022-09-20,57800,3.486729460651,-76.4871930889785,App,Android,6358.0
17266532_tt,26,2022-09-20,38800,3.4678876,-76.5048102,TICTUK,TICTUK,4656.0
KFCCO612537169,26,2022-09-20,23800,3.486654,-76.49367,Web,Web,2380.0
0000919974-010401,26,2022-09-20,42800,3.4896839,-76.4912843,App,Android,4708.0
0000919987-010401,26,2022-09-20,42800,3.4624463,-76.5102714,App,Android,4708.0
0000057355-074602,26,2022-09-20,54800,3.4779585,-76.4995084,CallCenter,CallCenter,5480.0
0000920087-010401,26,2022-09-20,69700,3.4761860796111,-76.4990280009806,App,Android,7667.0
0000056960-074602,26,2022-09-18,47800,3.4659641,-76.494981,CallCenter,CallCenter,4780.0
0000918817-010401,26,2022-09-18,23800,3.4680595397949,-76.4968709855496,App,Ios,2618.0
0000918878-010401,26,2022-09-19,44300,3.489329404943,-76.498368177563,App,Android,4873.0
0000918743-010401,26,2022-09-18,32400,3.4735392735508,-76.509678016205,App,Ios,3564.0
0000918744-010401,26,2022-09-18,43300,3.4781679383078,-76.5091127716005,App,Android,4763.0
0000919104-010401,26,2022-09-19,64500,3.4613591,-76.5086205,App,Android,7095.0
0000057090-074602,26,2022-09-19,56100,3.4897849,-76.4913399,CallCenter,CallCenter,5610.0
0000918789-010401,26,2022-09-18,24800,3.4648908,-76.4957715,App,Android,2728.0
KFCCO665950886,26,2022-09-19,24400,3.464186,-76.51834,Web,Web,2440.0
KFCCO660296495,26,2022-09-19,23800,3.471472,-76.50735,Web,Web,2380.0
0000056745-074602,26,2022-09-18,33400,3.4635612,-76.5047425,CallCenter,CallCenter,3340.0
0000056760-074602,26,2022-09-18,24800,3.464874,-76.5009044,CallCenter,CallCenter,2480.0
KFCCO095277743,26,2022-09-17,66500,3.484834,-76.498,Web,Web,6650.0
KFCCO413305570,26,2022-09-17,47800,3.47827,-76.500465,Web,Web,4780.0
0000916796-010401,26,2022-09-17,34800,3.4734465567794,-76.4959920756519,App,Android,3828.0
0000055716-074602,26,2022-09-16,87100,3.4550727,-76.5104176,CallCenter,CallCenter,8710.0
17159670_tt,26,2022-09-16,33800,3.4647344,-76.5016332,TICTUK,TICTUK,4056.0
17168381_tt,26,2022-09-16,56800,3.487237,-76.495711,TICTUK,TICTUK,6816.0
0000916493-010401,26,2022-09-16,21800,3.4906129,-76.499082,App,Android,2398.0
0000916600-010401,26,2022-09-16,54800,3.4845300229716,-76.495141020269,App,Ios,6028.0
0000916323-010401,26,2022-09-16,72800,3.468108,-76.5078584,App,Android,8008.0
0000916424-010401,26,2022-09-16,25800,3.4648586864957,-76.507413745752,App,Ios,2838.0
0000915688-010401,26,2022-09-15,68400,3.486729460651,-76.4871930889785,App,Android,7524.0
0000055589-074602,26,2022-09-15,24800,3.4637709,-76.5013259,CallCenter,CallCenter,2480.0
0000916200-010401,26,2022-09-16,16800,3.4545692043574,-76.486398593495,App,Ios,1848.0
KFCCO908297794,26,2022-09-13,60700,3.471752,-76.49237,Web,Web,6070.0
0000055173-074602,26,2022-09-13,54800,3.4731798,-76.5074707,CallCenter,CallCenter,5480.0
KFCCO262199115,26,2022-09-14,54800,3.482786,-76.5026,Web,Web,5480.0
KFCCO971478023,26,2022-09-14,34700,3.480681,-76.48922,Web,Web,3470.0
0000914927-010401,26,2022-09-14,64800,3.4685001373291,-76.502672785784,App,Ios,7128.0
0000055292-074602,26,2022-09-14,23800,3.4752493,-76.4940813,CallCenter,CallCenter,2380.0
0000915306-010401,26,2022-09-14,30800,3.4770167122813,-76.494456846267,App,Android,3388.0
0000912987-010401,26,2022-09-11,30800,3.4770167122813,-76.494456846267,App,Android,3388.0
0000913115-010401,26,2022-09-11,23800,3.4663429260254,-76.504017465194,App,Ios,2618.0
17035137_tt,26,2022-09-11,51800,3.468873,-76.4912847,TICTUK,TICTUK,6216.0
0000913456-010401,26,2022-09-12,21800,3.4767588,-76.4997595,App,Ios,2398.0
0000913298-010401,26,2022-09-11,64800,3.4700397097991,-76.504668686539,App,Android,7128.0
0000915259-010401,26,2022-09-14,51800,3.4741212374496,-76.4971759356558,App,Android,5698.0
0000054287-074602,26,2022-09-11,104400,3.4626549,-76.4859746,CallCenter,CallCenter,10440.0
KFCCO705108414,26,2022-09-11,41700,3.479621,-76.499626,Web,Web,4170.0
KFCCO632736466,26,2022-09-11,87800,3.468676,-76.50834,Web,Web,8780.0
0000912632-010401,26,2022-09-11,54800,3.4915152,-76.499994,App,Android,6028.0
0000912591-010401,26,2022-09-11,45900,3.4868188222459,-76.4968155138195,App,Android,5049.0
0000912676-010401,26,2022-09-11,19700,3.473989713224,-76.4928703196347,App,Android,2167.0
17020924_tt,26,2022-09-11,44800,3.4816388,-76.5035127,TICTUK,TICTUK,5376.0
0000913186-010401,26,2022-09-11,36800,3.4593089,-76.5059038,App,Android,4048.0
0000912892-010401,26,2022-09-11,30800,3.4670829789895,-76.505816671997,App,Android,3388.0
0000912894-010401,26,2022-09-11,31600,3.4713050646375,-76.4885264821351,App,Android,3476.0
0000054138-074602,26,2022-09-10,54800,3.4716884,-76.4977954,CallCenter,CallCenter,5480.0
0000912042-010401,26,2022-09-10,23800,3.4906129,-76.499082,App,Android,2618.0
0000912389-010401,26,2022-09-11,57300,3.4628986,-76.5064694,App,Android,6303.0
0000054319-074602,26,2022-09-11,66800,3.4516467,-76.5319854,CallCenter,CallCenter,6680.0
0000912447-010401,26,2022-09-11,66600,3.4726346785542,-76.4948145858944,App,Android,7326.0
0000054408-074602,26,2022-09-11,60700,3.4879836,-76.4917322,CallCenter,CallCenter,6070.0
0000912636-010401,26,2022-09-11,36700,3.4751061,-76.5104669,App,Android,4037.0
0000912259-010401,26,2022-09-11,14800,3.4655244470505,-76.5036175958812,App,Android,1628.0
0000917836-010401,26,2022-09-18,50600,3.4691951,-76.4880263,App,Android,5566.0
0000918511-010401,26,2022-09-18,24800,3.4779918,-76.4922742,App,Android,2728.0
16988080_tt,26,2022-09-10,59800,3.4592145,-76.5165545,TICTUK,TICTUK,7176.0
0000911842-010401,26,2022-09-10,31200,3.4669213370223,-76.488034967333,App,Android,3432.0
0000054126-074602,26,2022-09-10,22700,3.4763033,-76.498208,CallCenter,CallCenter,2270.0
KFCCO841575048,26,2022-09-10,89500,3.479621,-76.499626,Web,Web,8950.0
0000917423-010401,26,2022-09-17,32400,3.4591825,-76.5065828,App,Android,3564.0
