cod_trans,cod_rest,fecha_trans,valor_trans,latitud,longitud,canal,medio,comision
0000895279-010401,26,2022-08-20,48300,3.4819716,-76.4989,App,Android,5313.0
0000895477-010401,26,2022-08-20,54800,3.4699857,-76.4912109,App,Android,6028.0
0000047352-074602,26,2022-08-20,23800,3.4682002,-76.5024431,CallCenter,CallCenter,2380.0
0000047531-074602,26,2022-08-20,32800,3.4827293,-76.5041971,CallCenter,CallCenter,3280.0
0000047569-074602,26,2022-08-20,45200,3.4813932,-76.5040197,CallCenter,CallCenter,4520.0
0000047607-074602,26,2022-08-20,45800,3.4633849,-76.4992087,CallCenter,CallCenter,4580.0
KFCCO187246994,26,2022-08-20,60500,3.479411,-76.499466,Web,Web,6050.0
0000895950-010401,26,2022-08-20,58000,3.4677093,-76.5062958,App,Android,6380.0
16432819_tt,26,2022-08-21,34800,3.4628765,-76.5077676,TICTUK,TICTUK,4176.0
0000896209-010401,26,2022-08-21,34600,3.4677422,-76.4932975,App,Android,3806.0
16437516_tt,26,2022-08-21,29100,3.4637288,-76.5096887,TICTUK,TICTUK,3492.0
0000894895-010401,26,2022-08-19,24800,3.4734465567794,-76.4959920756519,App,Android,2728.0
16381735_tt,26,2022-08-19,24800,3.4660746,-76.4883586,TICTUK,TICTUK,2976.0
KFCCO990978763,26,2022-08-19,63500,3.481231,-76.49154,Web,Web,6350.0
16387769_tt,26,2022-08-19,24800,3.471485,-76.4963514,TICTUK,TICTUK,2976.0
0000895029-010401,26,2022-08-19,21800,3.4906129,-76.499082,App,Android,2398.0
0000895046-010401,26,2022-08-19,68700,3.4817608177687,-76.496917437762,App,Android,7557.0
16388579_tt,26,2022-08-19,19800,3.4692706,-76.5112587,TICTUK,TICTUK,2376.0
0000895127-010401,26,2022-08-19,26800,3.4647961,-76.5073632,App,Ios,2948.0
0000895307-010401,26,2022-08-20,54800,3.4699677574007,-76.5064148046076,App,Android,6028.0
KFCCO064549421,26,2022-08-20,89700,3.477863,-76.50257,Web,Web,8970.0
0000895695-010401,26,2022-08-20,66800,3.4681032,-76.5078306,App,Android,7348.0
0000998835-010401,26,2022-12-23,84800,3.4657156,-76.4928099,App,Android,9328.0
KFCCO501938062,26,2022-12-23,39800,3.475203,-76.499924,Web,Web,3980.0
20719087_tt,26,2022-12-23,21800,3.463271,-76.4994162,TICTUK,TICTUK,2616.0
KFCCO047879747,26,2022-12-24,49700,3.475167,-76.5009,Web,Web,4970.0
0000999577-010401,26,2022-12-24,36700,3.4747437068222067,-76.4888453297317,App,Android,4037.0
0000998432-010401,26,2022-12-22,23800,3.4822626,-76.5038318,App,Android,2618.0
0000085060-074602,26,2022-12-22,29800,3.3840619,-76.5415581,CallCenter,CallCenter,2980.0
0000085171-074602,26,2022-12-23,67700,3.456182,-76.4884771,CallCenter,CallCenter,6770.0
0000998742-010401,26,2022-12-22,27800,3.4725771160989,-76.4939438737929,App,Android,3058.0
KFCCO709741926,26,2022-12-23,48700,3.465902,-76.492805,Web,Web,4870.0
KFCCO208238065,26,2022-12-23,51800,3.479459,-76.491379,Web,Web,5180.0
KFCCO752388599,26,2022-12-23,47800,3.461778,-76.508553,Web,Web,4780.0
0000085366-074602,26,2022-12-23,53300,3.4516467,-76.5319854,CallCenter,CallCenter,5330.0
0000085432-074602,26,2022-12-24,42700,3.4739814,-76.4921726,CallCenter,CallCenter,4270.0
0000085448-074602,26,2022-12-24,47800,3.4749685,-76.4950338,CallCenter,CallCenter,4780.0
0000997856-010401,26,2022-12-21,35400,3.4672145646611963,-76.49470830336213,App,Android,3894.0
0000997934-010401,26,2022-12-21,37800,3.4806171,-76.5071266,App,Android,4158.0
0000997955-010401,26,2022-12-21,17800,3.4822626,-76.5038318,App,Android,1958.0
0000998195-010401,26,2022-12-22,58800,3.478124396193,-76.4939921535552,App,Android,6468.0
0000998452-010401,26,2022-12-22,23800,3.480919822613,-76.4948417432606,App,Android,2618.0
0000998463-010401,26,2022-12-22,47800,3.4709447052438,-76.4955786801875,App,Android,5258.0
KFCCO976638046,26,2022-12-22,48700,3.466574,-76.486153,Web,Web,4870.0
16382785_tt,26,2022-08-19,54800,3.4865883,-76.5006032,TICTUK,TICTUK,6576.0
16385975_tt,26,2022-08-19,34800,3.4847244,-76.4944089,TICTUK,TICTUK,4176.0
16386744_tt,26,2022-08-19,21800,3.4865883,-76.5006032,TICTUK,TICTUK,2616.0
16393568_tt,26,2022-08-19,24800,3.4671781,-76.4914388,TICTUK,TICTUK,2976.0
16394783_tt,26,2022-08-19,24800,3.4701659,-76.4881676,TICTUK,TICTUK,2976.0
KFCCO691744781,26,2022-08-17,36800,3.470007,-76.514786,Web,Web,3680.0
0000894027-010401,26,2022-08-17,20800,3.4628883,-76.5064786,App,Android,2288.0
16339516_tt,26,2022-08-17,21800,3.4865883,-76.5006032,TICTUK,TICTUK,2616.0
KFCCO185987120,26,2022-08-18,22600,3.458719,-76.51264,Web,Web,2260.0
KFCCO733252134,26,2022-08-18,45800,3.473298,-76.49463,Web,Web,4580.0
16363700_tt,26,2022-08-18,69800,3.4638331,-76.4859746,TICTUK,TICTUK,8376.0
0000894514-010401,26,2022-08-18,21800,3.4906129,-76.499082,App,Android,2398.0
0000046992-074602,26,2022-08-19,40300,3.4748998,-76.4980849,CallCenter,CallCenter,4030.0
0000894690-010401,26,2022-08-19,54800,3.4824942,-76.5039972,App,Android,6028.0
21182534_tt,26,2023-01-04,61600,3.4586074,-76.51783619999999,TICTUK,TICTUK,7392.0
21182698_tt,26,2023-01-04,34900,3.4541517,-76.5115101,TICTUK,TICTUK,4188.0
0001009299-010401,26,2023-01-04,36200,3.4758638,-76.5024447,App,Android,3982.0
KFCCO523577281,26,2023-01-04,54800,3.476077,-76.499939,Web,Web,5480.0
0000088794-074602,26,2023-01-05,100300,3.4676925,-76.5166085,CallCenter,CallCenter,10030.0
KFCCO129474347,26,2023-01-04,45800,3.466235,-76.503105,Web,Web,4580.0
KFCCO700552267,26,2023-01-05,57800,3.475792,-76.494545,Web,Web,5780.0
0001009874-010401,26,2023-01-05,40900,3.4912056,-76.498134,App,Android,4499.0
0001009893-010401,26,2023-01-05,34900,3.4700960043563,-76.5063427202404,App,Android,3839.0
KFCCO671517668,26,2022-08-17,36800,3.458834,-76.48613,Web,Web,3680.0
KFCCO768553241,26,2022-08-18,28700,3.480981,-76.49552,Web,Web,2870.0
0000894401-010401,26,2022-08-18,36500,3.455372054152,-76.5108106099069,App,Android,4015.0
16361091_tt,26,2022-08-18,21800,3.4865883,-76.5006032,TICTUK,TICTUK,2616.0
21172655_tt,26,2023-01-03,44700,3.4753173,-76.50285199999999,TICTUK,TICTUK,5364.0
0000088584-074602,26,2023-01-04,64700,3.4759895,-76.501071,CallCenter,CallCenter,6470.0
0001008334-010401,26,2023-01-03,30400,3.4775996,-76.4935815,App,Android,3344.0
KFCCO179456767,26,2023-01-03,45800,3.476786,-76.490257,Web,Web,4580.0
21177481_tt,26,2023-01-03,34900,3.4671183,-76.48638249999999,TICTUK,TICTUK,4188.0
0000088350-074602,26,2023-01-03,54800,3.4621236,-76.508868,CallCenter,CallCenter,5480.0
0001007581-010401,26,2023-01-03,112800,3.4539904,-76.4967282,App,Android,12408.0
21168596_tt,26,2023-01-03,34900,3.4898495,-76.4917548,TICTUK,TICTUK,4188.0
KFCCO471431894,26,2023-01-03,24800,3.476886,-76.494919,Web,Web,2480.0
0001008513-010401,26,2023-01-03,34900,3.476383537862,-76.4963504858315,App,Android,3839.0
0001008560-010401,26,2023-01-03,35400,3.4734465567794,-76.4959920756519,App,Android,3894.0
0001008377-010401,26,2023-01-03,58300,3.486729460651,-76.4871930889785,App,Android,6413.0
21174106_tt,26,2023-01-03,62500,3.4889653,-76.49247729999999,TICTUK,TICTUK,7500.0
KFCCO524039649,26,2023-01-03,39800,3.471303,-76.500862,Web,Web,3980.0
21175704_tt,26,2023-01-03,39800,3.4563209,-76.4885585,TICTUK,TICTUK,4776.0
0001008649-010401,26,2023-01-03,27800,3.4628103992907717,-76.50644028559327,App,Android,3058.0
KFCCO352662047,26,2023-01-02,107700,3.474331,-76.496109,Web,Web,10770.0
0001007375-010401,26,2023-01-02,23800,3.4792632642664,-76.5079904407481,App,Ios,2618.0
0001007423-010401,26,2023-01-02,97600,3.4857,-76.5031132,App,Android,10736.0
0000088326-074602,26,2023-01-03,26800,3.4616639,-76.5117892,CallCenter,CallCenter,2680.0
0001007578-010401,26,2023-01-03,15900,3.4686096720771,-76.4862623624504,App,Android,1749.0
0001007647-010401,26,2023-01-03,63700,3.4710183933923,-76.5114915557206,App,Android,7007.0
0000800463-010401,26,2022-05-04,23000,3.4650728,-76.5015162,App,Android,2530.0
0000007843-074602,26,2022-05-04,78000,3.4706982,-76.5100671,CallCenter,CallCenter,7800.0
KFCCO254457098,26,2022-05-04,47900,3.473315,-76.50275,Web,Web,4790.0
KFCCO140833406,26,2022-05-04,62100,3.485075,-76.501205,Web,Web,6210.0
0000800730-010401,26,2022-05-04,22100,3.4682532,-76.4876942,App,Android,2431.0
KFCCO515418279,26,2022-05-04,91800,3.4762,-76.490845,Web,Web,9180.0
0000800718-010401,26,2022-05-04,26000,3.4911309999814,-76.4997119,App,Android,2860.0
0000800947-010401,26,2022-05-04,20100,3.4767588,-76.4997595,App,Ios,2211.0
0000800939-010401,26,2022-05-04,26100,3.463168,-76.5137177,App,Android,2871.0
0000800984-010401,26,2022-05-04,62100,3.4658901,-76.4850458,App,Android,6831.0
KFCCO697205813,26,2022-05-04,94100,3.470419,-76.49394,Web,Web,9410.0
0000801011-010401,26,2022-05-04,54100,3.4658779723655,-76.5108728658243,App,Ios,5951.0
KFCCO620283717,26,2022-05-05,22100,3.452916,-76.491,Web,Web,2210.0
0000008056-074602,26,2022-05-05,42800,3.4798658,-76.5062196,CallCenter,CallCenter,4280.0
KFCCO950087828,26,2022-05-05,30100,3.474747,-76.50629,Web,Web,3010.0
0000008156-074602,26,2022-05-05,33400,3.4586376,-76.5085594,CallCenter,CallCenter,3340.0
0000801277-010401,26,2022-05-05,34100,3.4807017,-76.4968427,App,Android,3751.0
0000801400-010401,26,2022-05-05,29900,3.4911309999814,-76.4997119,App,Android,3289.0
0000801559-010401,26,2022-05-05,33000,3.4655244469192,-76.5036175958812,App,Android,3630.0
KFCCO394362166,26,2022-05-05,34400,3.483981,-76.503,Web,Web,3440.0
0000801592-010401,26,2022-05-05,35100,3.4814640000702,-76.4962419,App,Android,3861.0
KFCCO805901421,26,2022-05-05,41100,3.471998,-76.48972,Web,Web,4110.0
0001007228-010401,26,2023-01-02,22700,3.4775996,-76.4935815,App,Android,2497.0
KFCCO956292827,26,2023-01-03,20800,3.475127,-76.49012,Web,Web,2080.0
0001007659-010401,26,2023-01-03,43300,3.4548734822951,-76.4875079132617,App,Android,4763.0
0001007854-010401,26,2023-01-03,39800,3.48800985219124,-76.49760542437434,App,Android,4378.0
0001007861-010401,26,2023-01-03,46700,3.4701741505559,-76.4908797852695,App,Android,5137.0
0001007983-010401,26,2023-01-03,23800,3.4761297,-76.4996695,App,Android,2618.0
0001008150-010401,26,2023-01-03,27600,3.4657229854755,-76.4913116209209,App,Android,3036.0
0001008159-010401,26,2023-01-03,40900,3.4769150422252,-76.4944826625288,App,Android,4499.0
0001008165-010401,26,2023-01-03,30000,3.476758349416,-76.4997595734894,App,Android,3300.0
0001008230-010401,26,2023-01-03,12900,3.4727999957616,-76.4997444860637,App,Android,1419.0
KFCCO754621700,26,2022-12-31,45800,3.467808,-76.492607,Web,Web,4580.0
KFCCO496654159,26,2022-12-31,30400,3.475065,-76.494133,Web,Web,3040.0
21022595_tt,26,2022-12-31,94800,3.4739251,-76.5108067,TICTUK,TICTUK,11376.0
KFCCO408563020,26,2022-12-31,64800,3.475069,-76.502502,Web,Web,6480.0
KFCCO976304486,26,2023-01-02,20800,3.474472,-76.488464,Web,Web,2080.0
0001006662-010401,26,2023-01-02,64800,3.487785577422737,-76.49774786998023,App,Ios,7128.0
0000087445-074602,26,2022-12-31,249400,3.4516467,-76.5319854,CallCenter,CallCenter,24940.0
0000087448-074602,26,2022-12-31,94800,3.4665846,-76.5011286,CallCenter,CallCenter,9480.0
0000087546-074602,26,2022-12-31,57800,3.470775,-76.5036487,CallCenter,CallCenter,5780.0
21003535_tt,26,2022-12-30,49300,3.4694732,-76.4897132,TICTUK,TICTUK,5916.0
0001004246-010401,26,2022-12-30,84800,3.4722341,-76.5002508,App,Android,9328.0
21006425_tt,26,2022-12-30,38800,3.4601559,-76.5157289,TICTUK,TICTUK,4656.0
0000087279-074602,26,2022-12-31,78800,3.4697453,-76.4876372,CallCenter,CallCenter,7880.0
KFCCO234033918,26,2022-12-31,27800,3.466235,-76.503105,Web,Web,2780.0
0001005218-010401,26,2022-12-31,86400,3.4777549704669948,-76.50835102424026,App,Android,9504.0
KFCCO970214960,26,2022-12-31,347500,3.470155,-76.488876,Web,Web,34750.0
KFCCO884226345,26,2022-12-31,77800,3.481036,-76.490585,Web,Web,7780.0
0001005322-010401,26,2022-12-31,82800,3.4664687,-76.4936332,App,Android,9108.0
0000087521-074602,26,2022-12-31,25800,3.4685088,-76.4960623,CallCenter,CallCenter,2580.0
0001003882-010401,26,2022-12-29,36500,3.455372054152,-76.5108106099069,App,Android,4015.0
0001004569-010401,26,2022-12-30,90300,3.4905509,-76.4989603,App,Android,9933.0
0001004674-010401,26,2022-12-30,24300,3.477164,-76.5010466,App,Android,2673.0
0001004421-010401,26,2022-12-30,45800,3.4749666,-76.5106434,App,Android,5038.0
0001004628-010401,26,2022-12-30,20800,3.4748124,-76.5035816,App,Android,2288.0
0000087198-074602,26,2022-12-30,43900,3.4516467,-76.5319854,CallCenter,CallCenter,4390.0
0001003615-010401,26,2022-12-29,20800,3.4712745905599,-76.505878611883,App,Ios,2288.0
20957434_tt,26,2022-12-29,54500,3.4889653,-76.49247729999999,TICTUK,TICTUK,6540.0
0001003915-010401,26,2022-12-29,21800,3.4844544701377,-76.4947515539825,App,Android,2398.0
KFCCO418359887,26,2022-12-30,24800,3.475127,-76.49012,Web,Web,2480.0
0000087015-074602,26,2022-12-30,77800,3.4587864,-76.5148607,CallCenter,CallCenter,7780.0
KFCCO701807395,26,2022-12-28,59400,3.46671,-76.486298,Web,Web,5940.0
KFCCO588509666,26,2022-12-28,44800,3.484822,-76.49514,Web,Web,4480.0
0001003095-010401,26,2022-12-28,57800,3.4606534139360567,-76.51048740372062,App,Android,6358.0
0001003223-010401,26,2022-12-28,59400,3.4760935050294,-76.4926316030324,App,Android,6534.0
0001002564-010401,26,2022-12-27,27800,3.4648908,-76.4957715,App,Android,3058.0
20897207_tt,26,2022-12-28,38800,3.4769377,-76.4967009,TICTUK,TICTUK,4656.0
KFCCO687175160,26,2022-12-28,98300,3.478159,-76.493179,Web,Web,9830.0
0001002800-010401,26,2022-12-28,24800,3.468171,-76.4936641,App,Android,2728.0
0001002826-010401,26,2022-12-28,34800,3.460791971864,-76.5064744837582,App,Android,3828.0
0001002096-010401,26,2022-12-27,80900,3.4701741505559403,-76.4908797852695,App,Android,8899.0
20902430_tt,26,2022-12-28,103700,3.4833699,-76.49441329999999,TICTUK,TICTUK,12444.0
0001002077-010401,26,2022-12-27,37800,3.4690303802489955,-76.51145416856072,App,Ios,4158.0
KFCCO752995608,26,2022-12-28,48500,3.481141,-76.491463,Web,Web,4850.0
KFCCO843490647,26,2022-12-28,44800,3.458456,-76.487122,Web,Web,4480.0
KFCCO853456291,26,2022-12-27,54800,3.471539,-76.499863,Web,Web,5480.0
0001002374-010401,26,2022-12-27,39800,3.465996,-76.5055101,App,Ios,4378.0
0001002432-010401,26,2022-12-27,54800,3.4852374,-76.5002287,App,Android,6028.0
0001002423-010401,26,2022-12-27,54800,3.4852374,-76.5002287,App,Android,6028.0
0001001150-010401,26,2022-12-26,103700,3.4534331,-76.4866905,App,Android,11407.0
0001001316-010401,26,2022-12-26,59400,3.456306,-76.5176457,App,Android,6534.0
0000086365-074602,26,2022-12-27,27800,3.4567207,-76.5152217,CallCenter,CallCenter,2780.0
0001002121-010401,26,2022-12-27,17800,3.4728989279359,-76.4905666594179,App,Ios,1958.0
0000086400-074602,26,2022-12-27,32700,3.4516467,-76.5319854,CallCenter,CallCenter,3270.0
KFCCO686428512,26,2022-12-26,22300,3.460968,-76.511726,Web,Web,2230.0
0000999882-010401,26,2022-12-24,51400,3.4756998287412,-76.5007989294827,App,Android,5654.0
0000085634-074602,26,2022-12-24,152700,3.4685641,-76.5036252,CallCenter,CallCenter,15270.0
0001000363-010401,26,2022-12-25,44800,3.4785565257408564,-76.49849525023708,App,Ios,4928.0
0001000889-010401,26,2022-12-25,54800,3.4676974,-76.5041972,App,Android,6028.0
0001000892-010401,26,2022-12-25,66200,3.4891965462146324,-76.49488365277648,App,Android,7282.0
0001000590-010401,26,2022-12-25,77700,3.4700960043563,-76.5063427202404,App,Android,8547.0
0001000969-010401,26,2022-12-25,75800,3.4715409,-76.5018038,App,Android,8338.0
0000086076-074602,26,2022-12-25,58800,3.4627943,-76.513987,CallCenter,CallCenter,5880.0
KFCCO119284755,26,2022-12-26,26800,3.464185,-76.518341,Web,Web,2680.0
20705130_tt,26,2022-12-23,38800,3.4866011,-76.4919195,TICTUK,TICTUK,4656.0
0000999448-010401,26,2022-12-24,114400,3.4821653,-76.499369,App,Android,12584.0
0000085830-074602,26,2022-12-25,47600,3.4764533,-76.4988983,CallCenter,CallCenter,4760.0
KFCCO433764548,26,2022-12-24,42400,3.470155,-76.488876,Web,Web,4240.0
0000999608-010401,26,2022-12-24,37800,3.4806171,-76.5071266,App,Android,4158.0
0000085800-074602,26,2022-12-25,90800,3.4516467,-76.5319854,CallCenter,CallCenter,9080.0
KFCCO794741537,26,2022-12-25,30900,3.475203,-76.499924,Web,Web,3090.0
0000085552-074602,26,2022-12-24,47800,3.4666492,-76.488828,CallCenter,CallCenter,4780.0
0000999709-010401,26,2022-12-24,51300,3.4853231,-76.4903251,App,Android,5643.0
KFCCO457822665,26,2022-12-24,26800,3.475127,-76.49012,Web,Web,2680.0
0000999900-010401,26,2022-12-24,26800,3.4654344725158,-76.5008032880724,App,Android,2948.0
0001000398-010401,26,2022-12-25,84800,3.4895329,-76.4974263,App,Android,9328.0
0001000555-010401,26,2022-12-25,64400,3.4834033193143,-76.4934919215739,App,Android,7084.0
20748971_tt,26,2022-12-24,47700,3.4889653,-76.49247729999999,TICTUK,TICTUK,5724.0
0001000354-010401,26,2022-12-25,26800,3.4703108,-76.5126637,App,Android,2948.0
0001000663-010401,26,2022-12-25,18400,3.4751048704528547,-76.49016564711928,App,Android,2024.0
0000999985-010401,26,2022-12-24,25300,3.4784382,-76.4944162,App,Android,2783.0
0000998991-010401,26,2022-12-23,19900,3.4744063,-76.4967756,App,Android,2189.0
0000999633-010401,26,2022-12-24,82800,3.4533055615038486,-76.49690033867955,App,Android,9108.0
20739203_tt,26,2022-12-24,38800,3.4876639,-76.4932915,TICTUK,TICTUK,4656.0
0000085540-074602,26,2022-12-24,87700,3.475478,-76.4957858,CallCenter,CallCenter,8770.0
KFCCO595826033,26,2022-12-23,44800,3.466004,-76.488197,Web,Web,4480.0
0000999797-010401,26,2022-12-24,14400,3.468396,-76.493531,App,Ios,1584.0
0000085618-074602,26,2022-12-24,28700,3.46633,-76.5049492,CallCenter,CallCenter,2870.0
0000997433-010401,26,2022-12-20,39800,3.4840127930159,-76.494633872062,App,Android,4378.0
20609940_tt,26,2022-12-21,44700,3.4866011,-76.4919195,TICTUK,TICTUK,5364.0
KFCCO112109988,26,2022-12-22,22300,3.460968,-76.511726,Web,Web,2230.0
0000084909-074602,26,2022-12-22,58800,3.464874,-76.5009044,CallCenter,CallCenter,5880.0
KFCCO976884316,26,2022-12-20,24800,3.474879,-76.49868,Web,Web,2480.0
KFCCO189062388,26,2022-12-20,26800,3.481538,-76.505341,Web,Web,2680.0
0000084579-074602,26,2022-12-20,92300,3.4614292,-76.5063233,CallCenter,CallCenter,9230.0
0000997171-010401,26,2022-12-20,23800,3.4658993,-76.4989849,App,Android,2618.0
0000996995-010401,26,2022-12-20,44800,3.4762118483255,-76.500791888684,App,Android,4928.0
20578517_tt,26,2022-12-20,43300,3.4681137,-76.4894886,TICTUK,TICTUK,5196.0
0000997374-010401,26,2022-12-20,34900,3.4655244463989,-76.5036175958812,App,Android,3839.0
KFCCO778158589,26,2022-12-21,27800,3.472923,-76.507164,Web,Web,2780.0
0000084811-074602,26,2022-12-21,26800,3.4665846,-76.5011286,CallCenter,CallCenter,2680.0
KFCCO347532972,26,2022-12-20,39800,3.473298,-76.494629,Web,Web,3980.0
0000995843-010401,26,2022-12-18,22700,3.4580135,-76.489504,App,Android,2497.0
0000084407-074602,26,2022-12-19,78800,3.4572587,-76.514645,CallCenter,CallCenter,7880.0
0000084460-074602,26,2022-12-20,54800,3.4877961,-76.4933811,CallCenter,CallCenter,5480.0
KFCCO245641230,26,2022-12-19,36600,3.471424,-76.502686,Web,Web,3660.0
0000084374-074602,26,2022-12-19,101800,3.4891723,-76.4888408,CallCenter,CallCenter,10180.0
20559606_tt,26,2022-12-20,38800,3.4537131,-76.5181194,TICTUK,TICTUK,4656.0
0000995229-010401,26,2022-12-18,96300,3.4655794,-76.4993478,App,Android,10593.0
0000995434-010401,26,2022-12-18,61700,3.4700623082415,-76.4939617739424,App,Ios,6787.0
0000995810-010401,26,2022-12-18,27800,3.4840127930159,-76.494633872062,App,Android,3058.0
KFCCO306164406,26,2022-12-18,39900,3.464646,-76.507843,Web,Web,3990.0
0000995955-010401,26,2022-12-18,94800,3.476803193756661,-76.50751853361726,App,Android,10428.0
KFCCO793694520,26,2022-12-18,44800,3.469328,-76.491936,Web,Web,4480.0
0000995675-010401,26,2022-12-18,35400,3.460791971864,-76.5064744837582,App,Android,3894.0
KFCCO571299608,26,2022-12-19,58800,3.464945,-76.48468,Web,Web,5880.0
0000994740-010401,26,2022-12-17,44800,3.4900791,-76.4972222,App,Android,4928.0
0000083758-074602,26,2022-12-17,44800,3.4516467,-76.5319854,CallCenter,CallCenter,4480.0
KFCCO779685931,26,2022-12-18,22800,3.475127,-76.49012,Web,Web,2280.0
0000994974-010401,26,2022-12-18,35400,3.4862825,-76.4916983,App,Android,3894.0
KFCCO245898298,26,2022-12-18,75800,3.489348,-76.497597,Web,Web,7580.0
0000995106-010401,26,2022-12-18,54800,3.4789620837333,-76.5001967735589,App,Android,6028.0
0000995319-010401,26,2022-12-18,64800,3.4722341,-76.5002508,App,Android,7128.0
KFCCO861474495,26,2022-12-18,23800,3.465647,-76.492493,Web,Web,2380.0
0000995704-010401,26,2022-12-18,21800,3.4657831422273,-76.5128366835415,App,Android,2398.0
0000994265-010401,26,2022-12-17,44800,3.486949002964,-76.500427108258,App,Android,4928.0
20441140_tt,26,2022-12-17,31700,3.4823774,-76.49236460000002,TICTUK,TICTUK,3804.0
0000994472-010401,26,2022-12-17,18900,3.4693199,-76.5167537,App,Android,2079.0
0000994689-010401,26,2022-12-17,23800,3.4722341,-76.5002508,App,Android,2618.0
0000995094-010401,26,2022-12-18,29700,3.4761297,-76.4996695,App,Android,3267.0
0000993322-010401,26,2022-12-15,73700,3.4737595,-76.4945414,App,Android,8107.0
KFCCO251843013,26,2022-12-16,48300,3.475167,-76.5009,Web,Web,4830.0
20408430_tt,26,2022-12-16,53200,3.4695357,-76.4998073,TICTUK,TICTUK,6384.0
KFCCO621053230,26,2022-12-17,54800,3.484757,-76.494583,Web,Web,5480.0
KFCCO588835475,26,2022-12-17,84800,3.486736,-76.491653,Web,Web,8480.0
20436975_tt,26,2022-12-17,25800,3.4653658,-76.5136577,TICTUK,TICTUK,3096.0
KFCCO782224462,26,2022-12-17,82800,3.467752,-76.49144,Web,Web,8280.0
20392509_tt,26,2022-12-16,50700,3.4823774,-76.49236460000002,TICTUK,TICTUK,6084.0
0000992833-010401,26,2022-12-15,54800,3.465795,-76.498356,App,Android,6028.0
KFCCO420101110,26,2022-12-16,64400,3.469537,-76.501556,Web,Web,6440.0
0000993731-010401,26,2022-12-16,37800,3.4853072628645,-76.5033145062625,App,Android,4158.0
0000991922-010401,26,2022-12-13,36800,3.4712337,-76.4925517,App,Android,4048.0
0000992111-010401,26,2022-12-13,81400,3.4650010118561454,-76.484704827378,App,Ios,8954.0
20309196_tt,26,2022-12-13,39800,3.4771443,-76.4927254,TICTUK,TICTUK,4776.0
0000082711-074602,26,2022-12-13,44700,3.4645117,-76.5091918,CallCenter,CallCenter,4470.0
0000992703-010401,26,2022-12-14,42700,3.4730283,-76.501686,App,Android,4697.0
KFCCO253249328,26,2022-12-15,24800,3.475127,-76.49012,Web,Web,2480.0
KFCCO207904756,26,2022-12-15,64800,3.47283,-76.494324,Web,Web,6480.0
0000993091-010401,26,2022-12-15,42400,3.4686652533056,-76.4972258917987,App,Android,4664.0
KFCCO456154292,26,2022-12-12,13664900,3.476133,-76.500076,Web,Web,1366490.0
20298200_tt,26,2022-12-13,39800,3.4594085,-76.5060299,TICTUK,TICTUK,4776.0
0000991937-010401,26,2022-12-13,42800,3.4566873606595445,-76.48808693513274,App,Android,4708.0
KFCCO918912908,26,2022-12-13,38600,3.475203,-76.499924,Web,Web,3860.0
0000991258-010401,26,2022-12-13,54800,3.481465,-76.5045817,App,Android,6028.0
0000991843-010401,26,2022-12-13,34900,3.4697074429937,-76.5014949627221,App,Android,3839.0
0000992259-010401,26,2022-12-14,32800,3.4676733236371,-76.4880047924817,App,Android,3608.0
0000991981-010401,26,2022-12-13,54800,3.486920223286321,-76.49208275601268,App,Android,6028.0
0000992472-010401,26,2022-12-14,23800,3.4606869637767,-76.5140849165618,App,Android,2618.0
0000992533-010401,26,2022-12-14,9800,3.4657654121391674,-76.49948364123702,App,Android,1078.0
KFCCO909321936,26,2022-12-14,51300,3.477701,-76.506264,Web,Web,5130.0
KFCCO466538111,26,2023-01-06,44800,3.478751,-76.499687,Web,Web,4480.0
KFCCO299780259,26,2023-01-06,47200,3.471706,-76.513145,Web,Web,4720.0
KFCCO235987561,26,2023-01-06,20800,3.461924,-76.516647,Web,Web,2080.0
0001010459-010401,26,2023-01-06,23800,3.4715217,-76.4894784,App,Android,2618.0
21265386_tt,26,2023-01-06,19700,3.4714828,-76.5026511,TICTUK,TICTUK,2364.0
0001010610-010401,26,2023-01-06,67500,3.4668390019603,-76.5035076253116,App,Android,7425.0
0001010682-010401,26,2023-01-06,34900,3.4761710878517,-76.5101135708392,App,Android,3839.0
0000990650-010401,26,2022-12-11,90800,3.4668868609453547,-76.50516489520669,App,Android,9988.0
0000082328-074602,26,2022-12-12,60500,3.4556692,-76.517966,CallCenter,CallCenter,6050.0
0000990994-010401,26,2022-12-12,151500,3.4876146,-76.4926398,App,Android,16665.0
0000990890-010401,26,2022-12-12,64800,3.4744170785513,-76.5014047734439,App,Android,7128.0
0000990963-010401,26,2022-12-12,32400,3.4671249,-76.4946407,App,Android,3564.0
0000991266-010401,26,2022-12-13,34900,3.4693695589939,-76.4873809986775,App,Android,3839.0
KFCCO407837226,26,2023-01-04,20800,3.480392,-76.508392,Web,Web,2080.0
0001009235-010401,26,2023-01-04,15900,3.4758638,-76.5024447,App,Android,1749.0
KFCCO131383847,26,2023-01-04,86400,3.460796,-76.506287,Web,Web,8640.0
0000088989-074602,26,2023-01-05,64900,3.4621273,-76.5152559,CallCenter,CallCenter,6490.0
0000088848-074602,26,2023-01-05,101800,3.472195,-76.506188,CallCenter,CallCenter,10180.0
21210177_tt,26,2023-01-04,38800,3.4720072,-76.51473519999999,TICTUK,TICTUK,4656.0
0001009374-010401,26,2023-01-04,24400,3.4628635,-76.5064594,App,Android,2684.0
0001009505-010401,26,2023-01-05,22800,3.46469,-76.5106195,App,Android,2508.0
